trial,true_label,pred_label,theta_alpha
1,3,3,0.1553947471741616
2,0,0,0.38033193799822
3,1,1,0.6546565682860057
4,2,2,0.930378475240538
5,0,0,0.2144608445690157
6,1,1,0.1507352553045153
7,3,3,0.6781392378802198
8,2,2,0.3141756132226727
9,2,2,0.443860420484446
10,1,1,0.3200238236755464
11,3,3,0.1563819642747294
12,0,0,0.4948489420264877
13,3,3,0.3939997171450036
14,1,1,0.3677065508644702
15,2,2,0.2549859371743446
16,0,0,0.135517987728566
17,1,1,0.2255381015162319
18,3,3,0.3701298741497187
19,2,2,0.2375072588268718
20,0,0,0.3523707925494382
21,3,3,0.2569022580386716
22,0,0,0.2108259367994064
23,1,1,0.4481248305797204
24,2,2,0.3635716566962543
25,1,1,0.2434455118711758
26,0,0,0.3523719091762877
27,2,2,0.5907742666994191
28,3,3,0.3049694388061401
29,1,1,0.2330454600191875
30,2,2,0.2347427399689925
31,3,3,0.1822527274113982
32,0,0,0.418958743595368
33,2,2,0.2241668532887478
34,0,0,0.4091235974361067
35,3,3,0.2488376900284377
36,1,1,0.3464115116088791
37,0,0,0.1998240791887225
38,2,2,0.7182645622854987
39,3,3,0.6232821724358012
40,1,1,0.5096096835073863
41,3,3,0.2353521312462307
42,2,2,0.2091196779032268
43,1,1,0.1369861216434056
44,0,0,0.6696771020601952
45,3,3,0.1201915657262062
46,2,2,0.2266084585217179
47,0,0,0.0702398979530085
48,1,1,0.3819200612283089
49,0,0,0.1354228946640114
50,3,3,0.2124964597987061
51,2,2,0.186123625355431
52,1,1,0.2593118855947507
53,1,1,0.3482379539740076
54,0,0,0.643229940480467
55,2,2,0.2166750755574543
56,3,3,1.4545379157652694
57,0,0,0.3836629378206727
58,1,1,0.3347632104955553
59,3,3,0.4870023801141452
60,2,2,0.2515691632558038
61,3,3,0.2761308471048431
62,0,0,0.1177076564841245
63,2,2,0.2023829172565308
64,1,1,0.2485473898361239
65,0,0,0.4808970454686044
66,3,3,0.3842448062955241
67,2,2,0.1453563131917971
68,1,1,0.5489597129992163
69,0,0,0.2932565274291647
70,1,1,0.5076058600843054
71,3,3,0.1631187112734696
72,2,2,0.3280810463647776
73,2,2,0.6877834149738575
74,3,3,0.1082602473011132
75,1,1,0.2800576974798753
76,0,0,0.3064754761832015
77,0,0,0.225285868209673
78,1,1,0.3985518510616596
79,3,3,0.2647427534801717
80,2,2,0.1943839459885659
81,3,3,1.062778839229796
82,1,1,1.2938440712200716
83,0,0,0.4437679169147613
84,2,2,0.5185588798339963
85,0,0,0.943874800588411
86,1,1,0.157814730051618
87,2,2,0.4010643140337409
88,3,3,0.4091534583351932
89,1,1,0.2173271806840463
90,3,3,0.3867024440005269
91,0,0,0.4998313199363404
92,2,2,0.79267290372492
93,2,2,0.2359094004175402
94,3,3,0.7352334097374874
95,0,0,0.6553791667244617
96,1,1,1.2362944358784254
97,0,0,0.4539974519570595
98,1,1,0.2572241801563231
99,3,3,0.3285450935535186
100,2,2,0.355050988399665
101,3,3,0.4214127536602772
102,0,0,0.3297632929329733
103,1,1,0.71173117616165
104,2,2,0.2399413419584251
105,0,0,0.3800975895929139
106,1,1,0.1626244357272425
107,3,3,0.087839292437483
108,2,2,0.2308807677087087
109,1,1,0.1204107249435034
110,2,2,0.1226037583321406
111,3,3,0.5338578133605192
112,0,0,0.9820148437859644
113,3,3,0.2532904672614518
114,0,0,0.3245720063045971
115,1,1,0.203154537604726
116,2,2,0.2114029745459486
117,0,0,0.4488744492506544
118,2,2,0.437175958538601
119,1,1,0.4071880837146271
120,3,3,0.3096086093347349
121,3,3,0.4268893296515967
122,2,2,0.1891038109607536
123,1,1,0.3469355770751786
124,0,0,0.2720551635386586
125,1,1,0.5058302473772659
126,0,0,0.4487000304421833
127,2,2,0.2964191223083744
128,3,3,0.2540380236648796
129,1,1,0.5035486069925568
130,2,2,0.3335128295564399
131,0,0,0.2911063510275216
132,3,3,0.5177915364102649
133,0,0,0.3772796925116827
134,3,3,0.1743919733622758
135,2,2,0.5452646656264809
136,1,1,0.4276595583553532
137,0,0,0.4810951625144442
138,2,2,0.496346531523866
139,1,1,0.4688881274400808
140,3,3,0.6032329523502494
141,0,0,0.3976534700692588
142,3,3,0.2992004870510686
143,2,2,0.5864457008842109
144,1,1,0.2917366802863477
145,0,0,0.2059561244050484
146,2,2,0.3462638756113756
147,1,1,0.3036230564560983
148,3,3,0.1639540213545954
149,3,3,0.3232053664958649
150,0,0,0.3068670236615047
151,1,1,0.3702048928061526
152,2,2,0.3184025214063615
153,2,2,0.4093646268311691
154,3,3,0.3027024101833284
155,0,0,0.1399459854372882
156,1,1,0.2089335797825922
157,2,2,0.1206912803939029
158,3,3,0.4794896983102691
159,0,0,0.3730895993820536
160,1,1,0.2853431669960286
