trial,true_label_x,pred_label,win_global,theta_alpha,true_label_y
1,1,1,1,6.925949405553529e-07,1
2,1,1,2,9.875640511768078e-07,1
3,1,1,3,6.266048087880494e-07,1
4,0,0,4,2.7226135280164087e-06,0
5,0,0,5,2.1843902638795367e-06,0
6,0,0,6,6.779444047346218e-07,0
7,0,0,7,1.445333934766386e-06,0
8,0,0,8,1.7831732492998825e-06,0
9,0,0,9,2.4084789858119533e-06,0
10,0,0,10,9.488799271643552e-07,0
11,0,0,11,1.1622602671202332e-06,0
12,0,0,12,9.797217913892911e-07,0
13,0,0,13,1.0062369768296123e-06,0
14,0,0,14,1.2781565621449145e-06,0
15,0,0,15,1.2949464915597556e-06,0
16,0,0,16,2.190120852357164e-06,0
17,0,0,17,1.8065432034189504e-06,0
18,0,0,18,2.884231574737858e-06,0
19,0,0,19,9.753983768052832e-07,0
20,0,0,20,1.169450969608316e-06,0
21,0,0,21,1.8363706384478129e-06,0
22,0,0,22,6.098440504996206e-07,0
23,0,0,23,5.157667483886957e-07,0
24,0,0,24,6.144978784774469e-07,0
25,0,0,25,9.734333936181945e-07,0
26,0,0,26,7.234434578258498e-07,0
27,0,0,27,8.741266648027451e-07,0
28,0,0,28,7.489647961169042e-07,0
29,0,0,29,8.206353555477621e-07,0
30,0,0,30,6.985018907373745e-07,0
31,0,0,31,7.80376906551005e-07,0
32,0,0,32,8.31160997670485e-07,0
33,0,0,33,7.829680376459979e-07,0
34,0,0,34,9.647062718022207e-07,0
35,0,0,35,1.3757488809856282e-06,0
36,0,0,36,1.5088025609062698e-06,0
37,0,0,37,6.617967540292323e-07,0
38,0,0,38,8.704852705423861e-07,0
39,0,0,39,1.0958784115404287e-06,0
40,0,0,40,8.779830243069305e-07,0
41,0,0,41,5.715872309813576e-07,0
42,0,0,42,6.124450874203498e-07,0
43,0,0,43,7.198000945381749e-07,0
44,0,0,44,9.064365958080602e-07,0
45,0,0,45,8.643641314473521e-07,0
46,0,0,46,4.830164356375871e-07,0
47,0,0,47,2.739804712435801e-07,0
48,0,0,48,3.666410644352067e-07,0
49,0,0,49,1.305476792169404e-06,0
50,0,0,50,1.3835896033288892e-06,0
51,0,0,51,1.3007963504499176e-06,0
