subject,run,trial,win_idx,theta_alpha,true_label,global_win
9,B0904E,1,1,6.925949405553529e-07,1,1
9,B0904E,1,2,9.875640511768078e-07,1,2
9,B0904E,1,3,6.266048087880494e-07,1,3
9,B0904E,2,1,2.7226135280164087e-06,0,4
9,B0904E,2,2,2.1843902638795367e-06,0,5
9,B0904E,2,3,6.779444047346218e-07,0,6
9,B0904E,3,1,1.4453339347663861e-06,0,7
9,B0904E,3,2,1.7831732492998825e-06,0,8
9,B0904E,3,3,2.4084789858119533e-06,0,9
9,B0904E,4,1,9.488799271643552e-07,0,10
9,B0904E,4,2,1.1622602671202332e-06,0,11
9,B0904E,4,3,9.797217913892911e-07,0,12
9,B0904E,5,1,1.0062369768296125e-06,0,13
9,B0904E,5,2,1.2781565621449145e-06,0,14
9,B0904E,5,3,1.2949464915597556e-06,0,15
9,B0904E,6,1,2.190120852357164e-06,0,16
9,B0904E,6,2,1.8065432034189504e-06,0,17
9,B0904E,6,3,2.884231574737858e-06,0,18
9,B0904E,7,1,9.753983768052832e-07,0,19
9,B0904E,7,2,1.169450969608316e-06,0,20
9,B0904E,7,3,1.8363706384478129e-06,0,21
9,B0904E,8,1,6.098440504996206e-07,0,22
9,B0904E,8,2,5.157667483886957e-07,0,23
9,B0904E,8,3,6.144978784774469e-07,0,24
9,B0904E,9,1,9.734333936181945e-07,0,25
9,B0904E,9,2,7.234434578258498e-07,0,26
9,B0904E,9,3,8.741266648027451e-07,0,27
9,B0904E,10,1,7.489647961169042e-07,0,28
9,B0904E,10,2,8.206353555477621e-07,0,29
9,B0904E,10,3,6.985018907373745e-07,0,30
9,B0904E,11,1,7.80376906551005e-07,0,31
9,B0904E,11,2,8.31160997670485e-07,0,32
9,B0904E,11,3,7.829680376459979e-07,0,33
9,B0904E,12,1,9.647062718022207e-07,0,34
9,B0904E,12,2,1.3757488809856282e-06,0,35
9,B0904E,12,3,1.5088025609062698e-06,0,36
9,B0904E,13,1,6.617967540292323e-07,0,37
9,B0904E,13,2,8.704852705423861e-07,0,38
9,B0904E,13,3,1.0958784115404287e-06,0,39
9,B0904E,14,1,8.779830243069305e-07,0,40
9,B0904E,14,2,5.715872309813576e-07,0,41
9,B0904E,14,3,6.124450874203498e-07,0,42
9,B0904E,15,1,7.198000945381749e-07,0,43
9,B0904E,15,2,9.064365958080602e-07,0,44
9,B0904E,15,3,8.643641314473521e-07,0,45
9,B0904E,16,1,4.830164356375871e-07,0,46
9,B0904E,16,2,2.739804712435801e-07,0,47
9,B0904E,16,3,3.666410644352067e-07,0,48
9,B0904E,17,1,1.305476792169404e-06,0,49
9,B0904E,17,2,1.3835896033288892e-06,0,50
9,B0904E,17,3,1.3007963504499176e-06,0,51
9,B0904E,18,1,5.884071215882935e-07,0,52
9,B0904E,18,2,5.202881426765065e-07,0,53
9,B0904E,18,3,9.334939372582506e-07,0,54
9,B0904E,19,1,1.2913459929591073e-06,0,55
9,B0904E,19,2,1.1716205562525608e-06,0,56
9,B0904E,19,3,1.1312091937854815e-06,0,57
9,B0904E,20,1,9.581005600837297e-07,0,58
9,B0904E,20,2,1.2185143229383542e-06,0,59
9,B0904E,20,3,1.3596590433908194e-06,0,60
9,B0904E,21,1,5.053774338379715e-07,0,61
9,B0904E,21,2,8.100833637359511e-07,0,62
9,B0904E,21,3,1.7389477380738587e-06,0,63
9,B0904E,22,1,1.2468428313996315e-06,0,64
9,B0904E,22,2,1.1186204089510438e-06,0,65
9,B0904E,22,3,1.2494527541094438e-06,0,66
9,B0904E,23,1,1.28644228519404e-06,0,67
9,B0904E,23,2,1.5882066946456937e-06,0,68
9,B0904E,23,3,1.1601082179431288e-06,0,69
9,B0904E,24,1,9.08265777057812e-07,0,70
9,B0904E,24,2,6.927548516539455e-07,0,71
9,B0904E,24,3,1.2151165747032675e-06,0,72
9,B0904E,25,1,5.019183717897665e-07,0,73
9,B0904E,25,2,6.809811859719611e-07,0,74
9,B0904E,25,3,1.1027323081455284e-06,0,75
9,B0904E,26,1,8.205457159717819e-07,0,76
9,B0904E,26,2,9.874951599184808e-07,0,77
9,B0904E,26,3,9.793615891275305e-07,0,78
9,B0904E,27,1,1.8797852059983475e-06,0,79
9,B0904E,27,2,1.332036805483659e-06,0,80
9,B0904E,27,3,7.4029502559828e-07,0,81
9,B0904E,28,1,6.244258712630215e-07,0,82
9,B0904E,28,2,7.442320450768321e-07,0,83
9,B0904E,28,3,1.214652732178286e-06,0,84
9,B0904E,29,1,1.2205080511930482e-06,0,85
9,B0904E,29,2,1.3584981641100214e-06,0,86
9,B0904E,29,3,1.5429467498912721e-06,0,87
9,B0904E,30,1,6.903482748864096e-07,0,88
9,B0904E,30,2,6.997986215474145e-07,0,89
9,B0904E,30,3,1.0941231274490303e-06,0,90
9,B0904E,31,1,1.5450646272766182e-06,0,91
9,B0904E,31,2,9.998380648115433e-07,0,92
9,B0904E,31,3,1.2848571098365962e-06,0,93
9,B0904E,32,1,9.2067668908206e-07,0,94
9,B0904E,32,2,9.787372712704884e-07,0,95
9,B0904E,32,3,8.448610614977128e-07,0,96
9,B0904E,33,1,1.6244281433615388e-06,0,97
9,B0904E,33,2,1.359023679759756e-06,0,98
9,B0904E,33,3,1.7601860083397307e-06,0,99
9,B0904E,34,1,6.857753416588247e-07,0,100
9,B0904E,34,2,1.1578252121083145e-06,0,101
9,B0904E,34,3,1.3155425502043132e-06,0,102
9,B0904E,35,1,5.350719016928024e-07,0,103
9,B0904E,35,2,7.738608187283476e-07,0,104
9,B0904E,35,3,1.8134536158059077e-06,0,105
9,B0904E,36,1,9.08328228798017e-07,0,106
9,B0904E,36,2,1.0376248686578242e-06,0,107
9,B0904E,36,3,1.2071794803130119e-06,0,108
9,B0904E,37,1,5.284715264632584e-07,0,109
9,B0904E,37,2,5.124072505561813e-07,0,110
9,B0904E,37,3,7.277303162378093e-07,0,111
9,B0904E,38,1,9.285160832644097e-07,0,112
9,B0904E,38,2,1.0326601185763276e-06,0,113
9,B0904E,38,3,8.41546010466871e-07,0,114
9,B0904E,39,1,8.067861011783431e-07,0,115
9,B0904E,39,2,1.274315264776507e-06,0,116
9,B0904E,39,3,1.397872066222873e-06,0,117
9,B0904E,40,1,9.048940924936714e-07,0,118
9,B0904E,40,2,9.459359238701965e-07,0,119
9,B0904E,40,3,6.989029248493341e-07,0,120
9,B0904E,41,1,6.799251219356743e-07,0,121
9,B0904E,41,2,6.643408216545923e-07,0,122
9,B0904E,41,3,5.273798140421852e-07,0,123
9,B0904E,42,1,2.698889154118151e-07,0,124
9,B0904E,42,2,3.0363910710435825e-07,0,125
9,B0904E,42,3,4.1470291802765946e-07,0,126
9,B0904E,43,1,9.269142414482606e-07,0,127
9,B0904E,43,2,1.3491328600528215e-06,0,128
9,B0904E,43,3,1.4729092461558778e-06,0,129
9,B0904E,44,1,8.06811635431004e-07,0,130
9,B0904E,44,2,7.252059672490687e-07,0,131
9,B0904E,44,3,1.246324365537138e-06,0,132
9,B0904E,45,1,1.1031676649379923e-06,0,133
9,B0904E,45,2,7.679428087149406e-07,0,134
9,B0904E,45,3,4.556613251094219e-07,0,135
9,B0904E,46,1,1.3673944075886307e-06,0,136
9,B0904E,46,2,9.206804169841938e-07,0,137
9,B0904E,46,3,9.906995836741389e-07,0,138
9,B0905E,1,1,1.7602911298948465e-06,1,139
9,B0905E,1,2,1.1190160353431898e-06,1,140
9,B0905E,1,3,8.742073593029819e-07,1,141
9,B0905E,2,1,8.873016968832356e-07,0,142
9,B0905E,2,2,8.471357156284999e-07,0,143
9,B0905E,2,3,8.473286020680935e-07,0,144
9,B0905E,3,1,1.6993241445961114e-06,0,145
9,B0905E,3,2,2.1906427686673908e-06,0,146
9,B0905E,3,3,1.9000438331835153e-06,0,147
9,B0905E,4,1,9.57953422088431e-07,0,148
9,B0905E,4,2,1.468688100840414e-06,0,149
9,B0905E,4,3,1.6375655087116388e-06,0,150
9,B0905E,5,1,1.1741993988958526e-06,0,151
9,B0905E,5,2,1.1117555480714034e-06,0,152
9,B0905E,5,3,9.249722566754273e-07,0,153
9,B0905E,6,1,9.008709247389377e-07,0,154
9,B0905E,6,2,1.0420234210899435e-06,0,155
9,B0905E,6,3,1.3579436518990956e-06,0,156
9,B0905E,7,1,6.222618343532481e-07,0,157
9,B0905E,7,2,1.2682943748077627e-06,0,158
9,B0905E,7,3,1.803606062749704e-06,0,159
9,B0905E,8,1,3.552401779989551e-06,0,160
9,B0905E,8,2,1.4514330359043812e-06,0,161
9,B0905E,8,3,1.2786882676297587e-06,0,162
9,B0905E,9,1,8.801463620636521e-07,0,163
9,B0905E,9,2,1.0470097532372129e-06,0,164
9,B0905E,9,3,9.573384659375007e-07,0,165
9,B0905E,10,1,1.0512954937224662e-06,0,166
9,B0905E,10,2,1.1079776883771986e-06,0,167
9,B0905E,10,3,1.230206988248882e-06,0,168
9,B0905E,11,1,2.0814207900852678e-06,0,169
9,B0905E,11,2,1.1693164567228286e-06,0,170
9,B0905E,11,3,4.856323416492768e-07,0,171
9,B0905E,12,1,7.48182014990051e-07,0,172
9,B0905E,12,2,5.390406374629503e-07,0,173
9,B0905E,12,3,7.494390580628867e-07,0,174
9,B0905E,13,1,1.3477657162687964e-06,0,175
9,B0905E,13,2,1.5003756090135233e-06,0,176
9,B0905E,13,3,1.7381405621236362e-06,0,177
9,B0905E,14,1,2.1116614809567856e-06,0,178
9,B0905E,14,2,1.217671943818233e-06,0,179
9,B0905E,14,3,7.477161585777768e-07,0,180
9,B0905E,15,1,1.275333589321361e-06,0,181
9,B0905E,15,2,1.6397531791401639e-06,0,182
9,B0905E,15,3,1.754349390051382e-06,0,183
9,B0905E,16,1,1.6800941088004656e-06,0,184
9,B0905E,16,2,6.948565833512088e-07,0,185
9,B0905E,16,3,9.226514204944724e-07,0,186
9,B0905E,17,1,1.2698578400167343e-06,0,187
9,B0905E,17,2,9.814497203426161e-07,0,188
9,B0905E,17,3,1.3186784631524e-06,0,189
9,B0905E,18,1,8.985459478390682e-07,0,190
9,B0905E,18,2,1.274662929980606e-06,0,191
9,B0905E,18,3,1.6894719272135307e-06,0,192
9,B0905E,19,1,5.309340058225861e-07,0,193
9,B0905E,19,2,5.697558181834538e-07,0,194
9,B0905E,19,3,5.840321938801173e-07,0,195
9,B0905E,20,1,3.864371264922082e-06,0,196
9,B0905E,20,2,2.037812955645515e-06,0,197
9,B0905E,20,3,1.4644671825251177e-06,0,198
9,B0905E,21,1,1.529092233931121e-06,0,199
9,B0905E,21,2,1.357206896893717e-06,0,200
9,B0905E,21,3,1.0429193762106702e-06,0,201
9,B0905E,22,1,5.165814402114056e-07,0,202
9,B0905E,22,2,7.61284863625501e-07,0,203
9,B0905E,22,3,1.4955536838415678e-06,0,204
9,B0905E,23,1,6.110124191262765e-07,0,205
9,B0905E,23,2,6.145191072766803e-07,0,206
9,B0905E,23,3,6.335071731310497e-07,0,207
9,B0905E,24,1,5.345207446560266e-07,0,208
9,B0905E,24,2,5.817718953536094e-07,0,209
9,B0905E,24,3,6.830340299702163e-07,0,210
9,B0905E,25,1,7.503904604006346e-07,0,211
9,B0905E,25,2,3.0645415810609425e-07,0,212
9,B0905E,25,3,5.55522727896955e-07,0,213
9,B0905E,26,1,1.3899736540185273e-06,0,214
9,B0905E,26,2,2.0382118528907462e-06,0,215
9,B0905E,26,3,1.7266830198079278e-06,0,216
9,B0905E,27,1,1.646271450026104e-06,0,217
9,B0905E,27,2,1.6657028714381794e-06,0,218
9,B0905E,27,3,1.5775892174405784e-06,0,219
