subject,run,trial,win_idx,theta_alpha,true_label,global_win
3,B0304E,1,1,2.2638172362943782e-05,1,1
3,B0304E,1,2,1.383118924950151e-05,1,2
3,B0304E,1,3,1.864435931700308e-05,1,3
3,B0304E,2,1,1.264784975653589e-05,0,4
3,B0304E,2,2,1.4858883684224251e-05,0,5
3,B0304E,2,3,2.0655148313302728e-05,0,6
3,B0304E,3,1,2.1453401346969493e-05,0,7
3,B0304E,3,2,2.015598226141479e-05,0,8
3,B0304E,3,3,1.9035832317675095e-05,0,9
3,B0304E,4,1,7.083652769190101e-06,0,10
3,B0304E,4,2,1.6235496841418904e-05,0,11
3,B0304E,4,3,2.5583198243097308e-05,0,12
3,B0304E,5,1,1.4091159429601542e-05,0,13
3,B0304E,5,2,1.8742554872312242e-05,0,14
3,B0304E,5,3,1.9826907580074397e-05,0,15
3,B0304E,6,1,8.610789218740327e-06,0,16
3,B0304E,6,2,1.876416016156902e-05,0,17
3,B0304E,6,3,4.722443720047267e-05,0,18
3,B0304E,7,1,3.1878409975085946e-05,0,19
3,B0304E,7,2,3.688230507699339e-05,0,20
3,B0304E,7,3,2.5153950386029506e-05,0,21
3,B0304E,8,1,2.0882908329300052e-05,0,22
3,B0304E,8,2,3.4609974994543645e-05,0,23
3,B0304E,8,3,2.4393406542199612e-05,0,24
3,B0304E,9,1,1.650049540827454e-05,0,25
3,B0304E,9,2,2.066491052118179e-05,0,26
3,B0304E,9,3,5.448491556873326e-05,0,27
3,B0304E,10,1,1.2570343830149212e-05,0,28
3,B0304E,10,2,1.1198500392848534e-05,0,29
3,B0304E,10,3,1.5824789466425433e-05,0,30
3,B0304E,11,1,1.6039137730807855e-05,0,31
3,B0304E,11,2,3.519591394594481e-05,0,32
3,B0304E,11,3,2.0139170763591545e-05,0,33
3,B0304E,12,1,1.4167464211997921e-05,0,34
3,B0304E,12,2,1.6127641504077855e-05,0,35
3,B0304E,12,3,2.1641316724599057e-05,0,36
3,B0304E,13,1,2.943221628680489e-05,0,37
3,B0304E,13,2,2.4574866073747375e-05,0,38
3,B0304E,13,3,2.8292625609998765e-05,0,39
3,B0304E,14,1,6.95596411234688e-06,0,40
3,B0304E,14,2,1.5735267715471632e-05,0,41
3,B0304E,14,3,1.343196997452499e-05,0,42
3,B0304E,15,1,1.6144038478373682e-05,0,43
3,B0304E,15,2,1.590658461937642e-05,0,44
3,B0304E,15,3,2.6170349937910546e-05,0,45
3,B0304E,16,1,9.49841435035295e-06,0,46
3,B0304E,16,2,8.461076340044348e-06,0,47
3,B0304E,16,3,1.0676755989292777e-05,0,48
3,B0304E,17,1,1.3185819047351444e-05,0,49
3,B0304E,17,2,1.3116756510579896e-05,0,50
3,B0304E,17,3,8.141687576659336e-06,0,51
3,B0304E,18,1,7.966494151563094e-05,0,52
3,B0304E,18,2,6.063743385189409e-05,0,53
3,B0304E,18,3,9.127502241264751e-05,0,54
3,B0304E,19,1,5.420949534957534e-06,0,55
3,B0304E,19,2,1.4464751639917745e-05,0,56
3,B0304E,19,3,1.8036417473126084e-05,0,57
3,B0304E,20,1,2.484634673416349e-05,0,58
3,B0304E,20,2,2.428230560984628e-05,0,59
3,B0304E,20,3,2.204205411809059e-05,0,60
3,B0304E,21,1,1.5986719323124004e-05,0,61
3,B0304E,21,2,1.686942147354626e-05,0,62
3,B0304E,21,3,2.009615444318425e-05,0,63
3,B0304E,22,1,1.688751330875738e-05,0,64
3,B0304E,22,2,2.2257950596357103e-05,0,65
3,B0304E,22,3,1.4954600554319586e-05,0,66
3,B0304E,23,1,0.00011060569803412321,0,67
3,B0304E,23,2,5.48246767241011e-05,0,68
3,B0304E,23,3,1.3003932827692722e-05,0,69
3,B0304E,24,1,1.6571989671381722e-05,0,70
3,B0304E,24,2,1.519638294259827e-05,0,71
3,B0304E,24,3,2.6632200884471867e-05,0,72
3,B0304E,25,1,1.9452565481426407e-05,0,73
3,B0304E,25,2,1.817431474192267e-05,0,74
3,B0304E,25,3,2.3513718085467855e-05,0,75
3,B0304E,26,1,1.053143690167199e-05,0,76
3,B0304E,26,2,1.4221719375835327e-05,0,77
3,B0304E,26,3,1.5937536482952165e-05,0,78
3,B0304E,27,1,3.224583124050202e-05,0,79
3,B0304E,27,2,2.46265665125622e-05,0,80
3,B0304E,27,3,5.239315908928842e-05,0,81
3,B0304E,28,1,1.1049448794399219e-05,0,82
3,B0304E,28,2,1.0455255566220876e-05,0,83
3,B0304E,28,3,2.244456087066386e-05,0,84
3,B0304E,29,1,1.256456880257855e-05,0,85
3,B0304E,29,2,1.2897337928713892e-05,0,86
3,B0304E,29,3,1.3706996056412494e-05,0,87
3,B0304E,30,1,1.6096185947249317e-05,0,88
3,B0304E,30,2,1.3684269571317857e-05,0,89
3,B0304E,30,3,1.3895350520363054e-05,0,90
3,B0304E,31,1,1.4107544743117989e-05,0,91
3,B0304E,31,2,1.3015789979541523e-05,0,92
3,B0304E,31,3,1.8623855935987937e-05,0,93
3,B0304E,32,1,1.2723792435126524e-05,0,94
3,B0304E,32,2,1.2896608369446808e-05,0,95
3,B0304E,32,3,1.0759919065498958e-05,0,96
3,B0304E,33,1,7.3614528275538535e-06,0,97
3,B0304E,33,2,6.211051888448334e-06,0,98
3,B0304E,33,3,7.0356125571878174e-06,0,99
3,B0304E,34,1,9.93308465008714e-06,0,100
3,B0304E,34,2,1.061013468686248e-05,0,101
3,B0304E,34,3,5.904728202698592e-06,0,102
3,B0304E,35,1,2.8440927447617317e-05,0,103
3,B0304E,35,2,3.237597625231039e-05,0,104
3,B0304E,35,3,3.423983277541022e-05,0,105
3,B0304E,36,1,1.2852551261505297e-05,0,106
3,B0304E,36,2,8.952627650895154e-06,0,107
3,B0304E,36,3,1.230945394859467e-05,0,108
3,B0304E,37,1,7.075864889942997e-06,0,109
3,B0304E,37,2,9.751332976201421e-06,0,110
3,B0304E,37,3,2.8678578645110237e-05,0,111
3,B0304E,38,1,2.890650336386606e-05,0,112
3,B0304E,38,2,2.1383559745811752e-05,0,113
3,B0304E,38,3,3.754339981980557e-05,0,114
