trial,label,theta_alpha,channel_idx
1,0,0.6385854730180943,11
2,1,0.1961987912323796,11
3,1,0.09262964811787754,11
4,0,1.408302385569955,11
5,1,0.18154229718198922,11
6,0,0.42260466232182714,11
7,1,0.18814395955089336,11
8,2,0.43824818973395513,11
9,1,0.3950364854396191,11
10,3,0.32704517367277197,11
11,0,0.30854836170036776,11
12,2,0.23795175643932923,11
13,1,0.25339316816655016,11
14,0,0.3754296075115884,11
15,3,0.3647615419994025,11
16,3,0.31306861726534485,11
17,3,0.24477107245445828,11
18,3,0.26583458122941656,11
19,3,0.11543688498987208,11
20,0,0.46545730855477535,11
21,2,0.2576960920338614,11
22,1,0.26158318661010066,11
23,0,0.3186033132910338,11
24,0,0.2337327919387667,11
25,2,0.352338745392048,11
26,3,0.2504800332174379,11
27,0,0.24793740788044472,11
28,2,0.29274866287282064,11
29,2,0.14944359823967415,11
30,2,0.3060057437963008,11
31,0,0.1927535682345502,11
32,1,0.24165959311033255,11
33,0,0.4330657461926228,11
34,1,0.2048479240717949,11
35,1,0.3388278068075316,11
36,0,0.9843295992281662,11
37,1,0.2006095287051035,11
38,2,0.5268832671312403,11
39,1,0.15326969237261512,11
40,2,0.36589880876282666,11
41,2,0.35618621993705757,11
42,3,0.3157995362199902,11
43,2,0.3615669346968467,11
44,2,0.12598070614999526,11
45,3,0.08250031371282784,11
46,3,0.12364363947235835,11
47,3,0.0976427973037502,11
48,3,0.21341209375347553,11
49,3,0.17705545582122711,11
50,2,0.5108033617120686,11
51,1,0.3182538390415301,11
52,0,0.2737537192936604,11
53,0,0.27813577603016454,11
54,1,0.12007409792119605,11
55,2,0.2232001317064532,11
56,3,0.07336078188654985,11
57,1,0.10124975430813368,11
58,2,0.5580202908050803,11
59,0,0.23164882408292645,11
60,0,0.2966417260799121,11
61,0,0.4037138944130076,11
62,3,0.2659812918031246,11
63,1,0.21315336396880596,11
64,1,0.428973160707199,11
65,0,0.23354009250034763,11
66,0,0.34971983954364166,11
67,2,0.18699413595855596,11
68,0,0.3571615696204193,11
69,1,0.4646252471450327,11
70,3,0.265703602825301,11
