trial,true_label,pred_label,theta_alpha
1,3,3,0.4873450982064848
2,1,1,0.1095407460765811
3,2,2,0.1726191697121627
4,0,0,0.1389097853546965
5,2,2,0.1145273662914655
6,1,1,0.252495233585554
7,0,0,0.7014292287871484
8,3,3,0.7890703062831403
9,3,3,0.6155085055482469
10,0,0,0.1403492121749214
11,1,1,0.0851468553289613
12,2,2,0.3981117036567063
13,3,3,1.2731626882394165
14,1,1,0.1426233114159254
15,2,3,0.3880798274250087
16,0,0,0.558096308326788
17,2,2,0.2550655834708667
18,1,1,0.2778229165308452
19,3,3,0.2306535088560436
20,0,0,0.1810742519563142
21,0,0,0.1391714393785178
22,1,1,0.2711828982536599
23,2,2,0.2149502506886708
24,3,3,0.3105806743591568
25,1,1,0.6572581604053085
26,3,3,0.1482151297554448
27,2,2,0.4845541925104749
28,0,0,0.1314382356363891
29,0,0,1.1141232763269422
30,3,3,1.0093576240837077
31,1,1,0.3312558239765628
32,2,2,0.1337928174671404
33,0,0,0.4121319566376178
34,1,1,0.1247970298219872
35,3,3,0.2589070560576071
36,2,2,0.3317318723898598
37,0,0,1.0410312075193813
38,1,1,0.8387179213695716
39,3,3,0.1263571002908852
40,2,2,0.2564656039836254
41,2,2,0.2304519332625389
42,1,1,0.4563169581603686
43,0,0,0.3097239161409637
44,3,3,0.3373027848653554
45,0,0,0.3658290411349472
46,3,3,0.0974336611088687
47,1,1,0.6572820491509854
48,2,2,0.2513811142213249
49,3,3,0.6503967791596951
50,0,0,0.242184662310524
51,2,2,0.2844891034931595
52,1,1,0.7338378947507399
53,3,3,0.1769235976807817
54,0,0,0.4582901515177505
55,2,2,0.2547807182787666
56,1,1,0.4394277931863541
57,2,2,0.1233702839817065
58,1,1,0.2951253235618369
59,0,0,0.294454315172919
60,3,3,0.1700942368217514
61,0,0,0.5060797448784415
62,2,2,0.2862497045997332
63,3,3,0.2956907714177975
64,1,1,0.2844813258144213
65,3,3,0.351113754344237
66,0,0,0.2607344514392737
67,2,2,0.1564003976301718
68,1,1,0.1338799699490446
69,3,3,0.368863163194108
70,2,2,0.1178267218654192
71,1,1,0.349246233872883
72,0,0,0.2358422165511439
73,3,3,0.221853021485272
74,2,2,0.1874385394962116
75,1,1,0.6045371313379362
76,0,0,0.3649668633604525
77,2,2,0.1111505009060787
78,1,1,0.063898725510205
79,3,3,0.3248537457634851
80,0,0,0.2087071991116653
81,1,1,0.5979232803141835
82,3,3,1.0167494330996758
83,2,2,0.2641261168423794
84,0,0,0.6471240344205526
85,2,2,0.2122236008892226
86,3,3,1.051560769603778
87,1,1,0.7452931000332731
88,0,0,0.2566917348390052
89,2,2,0.2201398768636949
90,1,1,0.5181031479797507
91,0,0,0.1777220445291408
92,3,3,0.1394249580041498
93,1,1,0.0765369839141357
94,3,3,0.2722129794865388
95,0,0,0.0555777112965494
96,2,2,0.2923373310072072
97,0,0,0.9926594463761038
98,1,1,0.4934619094553787
99,2,2,0.0747218457458928
100,3,3,0.2072892763320286
101,3,3,1.0747810963990518
102,2,2,0.058389837079259
103,1,1,0.7730604157018607
104,0,0,0.5273365460480647
105,1,1,1.09093430559243
106,0,0,0.4610437898047723
107,3,3,0.7613320877992479
108,2,2,0.136751859294871
109,1,1,0.2427400697535711
110,0,0,0.5179931008024385
111,3,3,0.5262349717621114
112,2,2,0.1908800719584185
113,2,2,0.1006269470555297
114,1,1,0.983728858710003
115,0,0,0.3454462349427252
116,3,3,0.8084708766682821
117,1,1,0.4205148468919344
118,0,0,0.1406458288487226
119,3,3,0.1324165491914862
120,2,2,0.6437336289945159
121,2,2,0.3299885740043889
122,3,3,0.1907089772597908
123,1,1,0.1487700138816914
124,0,0,0.2115352980597041
125,0,0,0.2494784552389884
126,1,1,0.2161886601089613
127,3,3,0.2164112021629002
128,2,2,0.1620248330641195
129,1,1,0.418942586132526
130,0,0,0.2427765965185049
131,2,2,0.2291943081421099
132,3,3,0.5653461081640527
133,0,0,0.2483821020922957
134,3,3,1.0587180711491009
135,2,2,0.1543935878273696
136,1,1,0.6629095086705389
137,2,2,0.1899566889044844
138,1,1,0.2606719962561332
139,0,0,0.3753356705862495
140,3,3,0.8055148191884606
141,3,3,0.1953061620052271
142,1,1,0.2096247397452312
143,2,2,0.3732824127874118
144,0,0,0.502635662698309
145,3,3,0.2101539435384964
146,0,0,0.501707449242837
147,2,2,0.2208857220193532
148,1,1,0.8170394262703325
149,1,1,0.778008868194266
150,0,0,0.5673940830371627
151,3,3,0.6940131653068236
152,2,2,0.1059501532436433
153,3,3,0.3951120083908131
154,1,1,0.8374902751964709
155,0,0,0.536939457336061
156,2,2,0.3968148615550012
157,3,3,1.2489866012078903
158,0,0,0.6510978287363951
159,2,2,0.5966063284978497
160,1,1,1.0909259117913035
