trial,true_label,pred_label
1,3,3
2,1,1
3,2,2
4,0,0
5,2,2
6,1,1
7,0,0
8,3,3
9,3,3
10,0,0
11,1,1
12,2,2
13,3,3
14,1,1
15,2,3
16,0,0
17,2,2
18,1,1
19,3,3
20,0,0
21,0,0
22,1,1
23,2,2
24,3,3
25,1,1
26,3,3
27,2,2
28,0,0
29,0,0
30,3,3
31,1,1
32,2,2
33,0,0
34,1,1
35,3,3
36,2,2
37,0,0
38,1,1
39,3,3
40,2,2
41,2,2
42,1,1
43,0,0
44,3,3
45,0,0
46,3,3
47,1,1
48,2,2
49,3,3
50,0,0
51,2,2
52,1,1
53,3,3
54,0,0
55,2,2
56,1,1
57,2,2
58,1,1
59,0,0
60,3,3
61,0,0
62,2,2
63,3,3
64,1,1
65,3,3
66,0,0
67,2,2
68,1,1
69,3,3
70,2,2
71,1,1
72,0,0
73,3,3
74,2,2
75,1,1
76,0,0
77,2,2
78,1,1
79,3,3
80,0,0
81,1,1
82,3,3
83,2,2
84,0,0
85,2,2
86,3,3
87,1,1
88,0,0
89,2,2
90,1,1
91,0,0
92,3,3
93,1,1
94,3,3
95,0,0
96,2,2
97,0,0
98,1,1
99,2,2
100,3,3
101,3,3
102,2,2
103,1,1
104,0,0
105,1,1
106,0,0
107,3,3
108,2,2
109,1,1
110,0,0
111,3,3
112,2,2
113,2,2
114,1,1
115,0,0
116,3,3
117,1,1
118,0,0
119,3,3
120,2,2
121,2,2
122,3,3
123,1,1
124,0,0
125,0,0
126,1,1
127,3,3
128,2,2
129,1,1
130,0,0
131,2,2
132,3,3
133,0,0
134,3,3
135,2,2
136,1,1
137,2,2
138,1,1
139,0,0
140,3,3
141,3,3
142,1,1
143,2,2
144,0,0
145,3,3
146,0,0
147,2,2
148,1,1
149,1,1
150,0,0
151,3,3
152,2,2
153,3,3
154,1,1
155,0,0
156,2,2
157,3,3
158,0,0
159,2,2
160,1,1
