trial,true_label,pred_label
1,1,0
2,2,2
3,0,0
4,3,3
5,1,3
6,0,0
7,2,2
8,3,3
9,3,3
10,0,0
11,2,2
12,1,1
13,3,3
14,0,0
15,1,1
16,2,2
17,1,1
18,3,3
19,0,0
20,2,2
21,0,0
22,1,1
23,2,2
24,3,3
25,2,2
26,1,1
27,0,0
28,3,3
29,1,1
30,2,2
31,0,0
32,3,3
33,2,2
34,0,0
35,1,1
36,3,3
37,1,1
38,2,2
39,3,3
40,0,0
41,1,1
42,0,0
43,3,3
44,2,2
45,1,1
46,2,2
47,3,3
48,0,0
49,2,1
50,3,3
51,1,1
52,0,0
53,1,1
54,2,2
55,3,3
56,0,0
57,0,0
58,2,2
59,3,3
60,1,1
61,0,3
62,2,2
63,1,1
64,3,3
65,0,0
66,3,3
67,1,1
68,2,2
69,1,1
70,0,0
71,2,2
72,3,3
73,1,1
74,0,0
75,3,3
76,2,2
77,1,1
78,3,3
79,2,2
80,0,0
81,1,1
82,0,0
83,3,3
84,2,2
85,2,2
86,1,1
87,3,3
88,0,2
89,1,1
90,0,0
91,3,3
92,2,2
93,0,2
94,2,0
95,1,1
96,3,3
97,3,3
98,0,0
99,2,2
100,1,1
101,1,1
102,2,2
103,3,3
104,0,0
105,0,0
106,2,2
107,3,3
108,1,2
109,3,3
110,1,1
111,0,2
112,2,2
113,3,3
114,2,0
115,1,1
116,0,2
117,0,2
118,2,2
119,3,3
120,1,0
121,2,2
122,0,2
123,1,2
124,3,3
125,2,2
126,0,2
127,1,1
128,3,3
129,1,1
130,0,2
131,3,3
132,2,2
133,3,3
134,2,2
135,1,1
136,0,0
137,2,0
138,1,1
139,3,3
140,0,0
141,2,2
142,1,2
143,0,2
144,3,3
145,3,3
146,1,1
147,2,2
148,0,2
149,0,2
150,2,2
151,3,3
152,1,2
153,2,2
154,1,1
155,3,3
156,0,0
157,1,1
158,0,0
159,2,2
160,3,3
