trial,true_label,pred_label,theta_alpha
1,1,1,2.041036207494324
2,3,3,1.571831334943061
3,2,2,1.274425201457349
4,0,0,0.7557822985434636
5,2,2,1.7979711787323889
6,0,0,1.850911321121287
7,3,3,1.0941056826320137
8,1,1,0.6946705590042946
9,3,3,1.4786442726654383
10,0,0,3.0911876037397343
11,1,1,1.21279244872625
12,2,2,2.318177502091727
13,1,1,2.2000990028038077
14,3,3,3.2151848607931277
15,0,0,1.131962465913097
16,2,2,0.6593836420321512
17,0,0,0.9035225067125476
18,1,1,1.3536451003158667
19,3,3,2.03746105492534
20,2,2,2.3780967564713813
21,1,1,1.1886083243849566
22,3,3,0.7596608768451663
23,2,2,2.79096596421356
24,0,0,1.9762658337904728
25,1,1,1.549244129145854
26,2,2,0.8502713153119194
27,0,0,1.2185696219391389
28,3,3,1.5343166042632634
29,0,0,1.8435515990345337
30,3,3,1.8860485815837056
31,2,2,1.4620881193142172
32,1,1,2.4910818389517373
33,1,1,2.094914788891021
34,0,0,6.089029454542247
35,3,3,2.4922889686401084
36,2,2,1.6884206484346125
37,0,0,0.8907655600057619
38,3,3,3.311404884031855
39,1,1,2.0660708272929047
40,2,2,3.0490306817654123
41,2,2,2.058152302801708
42,0,0,1.6332558289132677
43,1,1,0.7629919379534338
44,3,3,0.4314717022339221
45,0,0,1.729482652677715
46,2,2,3.494713577251462
47,1,1,2.6320763915215477
48,3,3,1.1394144740915042
49,3,3,2.817237690683388
50,1,1,4.220846559495079
51,2,2,2.5478295180170862
52,0,0,3.939969605965488
53,3,3,1.582895112117387
54,2,2,1.5955324771456032
55,0,0,0.7933271622335073
56,1,1,1.906499813902647
57,0,0,2.2555379934853548
58,1,1,1.330165025991942
59,2,2,1.599031573233888
60,3,3,1.9154184812528543
61,2,2,5.042237663146933
62,3,3,3.345524594042038
63,1,1,2.8249007818242866
64,0,0,2.681128409429644
65,2,2,1.1432716833810863
66,3,3,2.3691951840589507
67,0,0,2.270011257439283
68,1,1,1.696378369445687
69,1,1,1.2911404169882887
70,0,0,1.768576559796869
71,2,1,3.663123872855692
72,3,3,1.3143435988334735
73,1,1,3.796460910899297
74,0,0,1.6205132667052222
75,3,3,2.3391675353750805
76,2,2,1.3657349421226856
77,0,0,1.9467087803692456
78,3,3,3.3722087361589352
79,2,2,1.3655877988059932
80,1,1,2.9537012875663264
81,3,3,2.290092913087583
82,1,1,2.366639299338749
83,2,2,2.234155302086972
84,0,0,5.7340753513512865
85,1,1,2.448101906958201
86,3,3,1.1100171886728771
87,2,2,3.0370430068708147
88,0,0,3.77132288302636
89,2,2,2.5266489755115304
90,0,0,3.249771529884655
91,3,3,2.102182112953948
92,1,1,3.4858893747764417
93,2,2,1.6389280513466025
94,1,1,1.0765153781814645
95,3,3,0.6260188090094136
96,0,0,2.02421798987534
97,3,3,2.1506316663059977
98,2,2,2.2979756985768933
99,0,0,0.9739936509080094
100,1,1,0.6827175127674704
101,3,3,3.2468751072898714
102,1,1,1.5249288704702315
103,0,0,2.179038033253908
104,2,2,1.6944833701577795
105,0,0,1.9422179906710997
106,3,3,0.5476891915332931
107,1,1,1.1154754786680738
108,2,1,1.4829892856127551
109,2,2,1.352719186895595
110,0,0,1.1119496699968463
111,1,1,2.132294326186171
112,3,3,2.110691277606042
113,3,3,1.3090563927752
114,2,2,2.675814476243048
115,1,1,2.2681607165469257
116,0,0,1.6147231106870017
117,2,2,1.201431757985531
118,1,1,2.477120475554784
119,0,0,1.392047653922226
120,3,3,1.3843863561183036
121,2,2,5.408555065745941
122,0,0,2.077536749478202
123,1,1,1.8456202358798504
124,3,3,1.918549253775628
125,1,1,0.9931242651307012
126,0,0,4.765670272458958
127,3,3,1.2313146162168462
128,2,2,0.9483165228765336
129,3,3,1.0367146347616178
130,0,0,1.719505164054192
131,2,2,1.058836888400821
132,1,1,1.845552738631764
133,1,1,3.936140652081867
134,3,3,1.681822676881611
135,0,0,1.1828915567110116
136,2,1,1.325538228182453
137,2,2,0.5746221067548528
138,1,1,1.0882735522423477
139,0,0,1.7512081421522203
140,3,3,1.0765015824588524
141,1,1,4.524807745117097
142,0,0,1.3097346493649824
143,2,2,1.7010079835356098
144,3,3,0.8558303412987034
145,2,2,2.8198197697542904
146,3,3,1.2344461962944764
147,0,0,0.8406589533792407
148,1,1,3.230602201790759
149,0,0,2.1271758816866075
150,3,3,1.6895614637902876
151,2,2,2.25621276982937
152,1,1,1.276064710641038
153,1,1,1.919047644672821
154,2,2,0.8389092846725859
155,0,0,2.070639047988683
156,3,3,0.646503677474287
157,0,0,2.6289262529462207
158,2,2,1.3151534592488974
159,1,1,2.1055981096782785
160,3,3,1.0185246714071192
