subject,run,trial,win_idx,theta_alpha,true_label,global_win
4,B0404E,1,1,2.320811874639102e-06,1,1
4,B0404E,1,2,1.9635882846926193e-06,1,2
4,B0404E,1,3,2.2199106527171394e-06,1,3
4,B0404E,2,1,2.1980734670055868e-06,0,4
4,B0404E,2,2,2.994882984978425e-06,0,5
4,B0404E,2,3,1.6644709150759983e-06,0,6
4,B0404E,3,1,2.6161757578211545e-06,0,7
4,B0404E,3,2,3.729024715250163e-06,0,8
4,B0404E,3,3,2.551769731275365e-06,0,9
4,B0404E,4,1,1.4621067558340208e-06,0,10
4,B0404E,4,2,1.8611662929561945e-06,0,11
4,B0404E,4,3,2.9293721159280225e-06,0,12
4,B0404E,5,1,4.0371523856060136e-06,0,13
4,B0404E,5,2,2.632323062405417e-06,0,14
4,B0404E,5,3,3.6093593462691894e-06,0,15
4,B0404E,6,1,1.8829920798013598e-06,0,16
4,B0404E,6,2,2.3577888637223802e-06,0,17
4,B0404E,6,3,2.6409402361453537e-06,0,18
4,B0404E,7,1,8.27146986411423e-06,0,19
4,B0404E,7,2,2.079093043036769e-06,0,20
4,B0404E,7,3,1.6125866358512384e-06,0,21
4,B0404E,8,1,3.845120510787081e-06,0,22
4,B0404E,8,2,3.990376856412241e-06,0,23
4,B0404E,8,3,3.228781236240375e-06,0,24
4,B0405E,1,1,1.662540621272529e-06,1,25
4,B0405E,1,2,2.6895730406041036e-06,1,26
4,B0405E,1,3,1.5337170260142102e-06,1,27
4,B0405E,2,1,1.3392269427340577e-06,0,28
4,B0405E,2,2,1.2339080039539178e-06,0,29
4,B0405E,2,3,1.5211943636118923e-06,0,30
4,B0405E,3,1,2.3732035772273455e-06,0,31
4,B0405E,3,2,2.1108844281445655e-06,0,32
4,B0405E,3,3,2.2069552591045084e-06,0,33
4,B0405E,4,1,1.486596984188521e-06,0,34
4,B0405E,4,2,1.520160299677339e-06,0,35
4,B0405E,4,3,1.91427141887955e-06,0,36
4,B0405E,5,1,3.965507964719472e-06,0,37
4,B0405E,5,2,3.7385009998121862e-06,0,38
4,B0405E,5,3,3.4358919367789497e-06,0,39
4,B0405E,6,1,2.522837330422738e-06,0,40
4,B0405E,6,2,1.4415970596349896e-06,0,41
4,B0405E,6,3,1.3302404548005162e-06,0,42
4,B0405E,7,1,2.182178271007979e-06,0,43
4,B0405E,7,2,2.38406986535587e-06,0,44
4,B0405E,7,3,1.3132364510641068e-06,0,45
