trial,true_label,pred_label
1,0,0
2,2,2
3,1,1
4,3,3
5,0,0
6,2,2
7,3,3
8,1,1
9,3,3
10,2,2
11,1,1
12,0,0
13,0,0
14,3,3
15,2,2
16,1,1
17,0,0
18,1,1
19,2,2
20,3,3
21,1,1
22,3,3
23,0,0
24,2,2
25,1,1
26,0,0
27,3,3
28,2,2
29,3,3
30,0,0
31,2,2
32,1,1
33,2,2
34,3,3
35,1,1
36,0,0
37,3,3
38,1,1
39,2,2
40,0,0
41,0,0
42,2,2
43,3,3
44,1,1
45,3,3
46,0,0
47,2,2
48,1,1
49,2,0
50,0,0
51,3,3
52,1,1
53,0,0
54,1,1
55,2,2
56,3,3
57,0,0
58,1,1
59,2,2
60,3,3
61,1,1
62,2,2
63,0,0
64,3,3
65,3,3
66,1,1
67,0,0
68,2,2
69,1,1
70,3,3
71,2,2
72,0,2
73,1,2
74,0,0
75,2,2
76,3,3
77,1,1
78,3,3
79,2,2
80,0,0
81,3,0
82,2,2
83,1,1
84,0,2
85,0,0
86,2,2
87,1,1
88,3,3
89,0,0
90,3,3
91,2,2
92,1,1
93,0,0
94,2,2
95,3,3
96,1,1
97,1,1
98,3,3
99,0,0
100,2,2
101,3,3
102,2,2
103,0,0
104,1,1
105,0,0
106,2,2
107,3,3
108,1,1
109,2,2
110,3,3
111,1,1
112,0,0
113,1,1
114,3,3
115,2,2
116,0,0
117,0,0
118,3,3
119,2,2
120,1,1
121,0,0
122,2,2
123,1,1
124,3,3
125,2,2
126,0,0
127,1,1
128,3,3
129,0,0
130,2,2
131,3,3
132,1,1
133,0,0
134,1,1
135,3,3
136,2,2
137,3,3
138,2,2
139,1,1
140,0,0
141,3,3
142,2,2
143,0,0
144,1,1
145,1,1
146,3,3
147,0,0
148,2,2
149,3,3
150,0,0
151,1,1
152,2,2
153,0,0
154,3,3
155,2,2
156,1,1
157,2,2
158,1,1
159,0,0
160,3,3
