trial,true_label,pred_label
1,0,0
2,1,1
3,1,1
4,0,0
5,1,1
6,0,0
7,1,1
8,2,2
9,1,1
10,3,3
11,0,0
12,2,0
13,1,1
14,0,0
15,3,0
16,3,1
17,3,1
18,3,3
19,3,3
20,0,0
21,2,2
22,1,1
23,0,0
24,0,0
25,2,2
26,3,3
27,0,0
28,2,0
29,2,1
30,2,3
31,0,0
32,1,1
33,0,0
34,1,1
35,1,1
36,0,0
37,1,1
38,2,0
39,1,1
40,2,2
41,2,2
42,3,3
43,2,2
44,2,3
45,3,3
46,3,3
47,3,3
48,3,3
49,3,3
50,2,2
51,1,1
52,0,0
53,0,0
54,1,1
55,2,2
56,3,3
57,1,1
58,2,2
59,0,0
60,0,2
61,0,0
62,3,3
63,1,1
64,1,2
65,0,0
66,0,0
67,2,2
68,0,0
69,1,1
70,3,3
71,3,2
72,2,2
73,0,0
74,3,3
75,3,2
76,1,1
77,3,3
78,3,3
79,1,2
80,0,0
81,1,3
82,2,2
83,2,2
84,2,2
85,3,3
86,2,2
87,0,0
88,3,3
89,1,1
90,2,2
91,1,1
92,2,2
93,3,3
94,1,1
95,2,2
96,0,0
97,0,0
98,0,0
99,3,3
100,1,1
101,0,0
102,2,2
103,0,0
104,2,2
105,1,2
106,3,3
107,0,0
108,2,2
109,2,2
110,0,0
111,2,2
112,1,1
113,3,3
114,3,2
115,3,3
116,2,2
117,0,0
118,3,3
119,1,2
120,3,2
121,1,1
122,0,0
123,2,2
124,1,1
125,0,0
126,2,2
127,2,2
128,0,0
129,2,2
130,3,3
131,3,3
132,1,1
133,0,0
134,1,2
135,3,3
136,1,1
137,3,3
138,2,2
139,1,1
140,1,1
141,1,1
142,2,2
143,3,2
144,0,0
145,1,2
146,3,3
147,0,2
148,2,2
149,2,2
150,3,3
151,0,0
152,0,2
153,2,2
154,1,3
155,3,3
156,3,2
157,3,2
158,1,1
159,0,0
160,2,2
161,1,1
162,3,3
163,0,0
164,3,3
165,2,3
166,1,1
167,3,3
168,3,3
169,0,0
170,1,2
171,1,1
172,2,2
173,3,3
174,1,1
175,0,0
176,0,0
177,3,3
178,1,2
179,0,0
180,2,2
181,1,3
182,1,1
183,2,2
184,0,0
185,3,3
186,2,2
187,2,2
188,2,2
189,2,2
190,0,0
191,1,1
192,0,0
193,1,1
194,0,0
195,0,0
196,2,1
197,2,2
198,1,1
199,2,2
200,3,3
201,0,2
202,3,3
203,0,0
204,0,0
205,1,1
206,3,3
207,2,2
208,1,1
209,3,3
210,2,2
211,3,3
212,2,2
213,3,2
214,1,1
215,1,1
216,3,3
217,0,0
218,1,1
219,1,1
220,1,1
221,2,2
222,3,3
223,0,0
224,3,2
225,0,2
226,2,2
227,0,0
228,3,2
229,0,0
230,2,2
231,0,0
232,1,1
233,2,2
234,2,2
235,3,3
236,0,0
237,1,1
238,3,3
239,1,1
240,2,2
241,2,2
242,0,0
243,3,3
244,1,2
245,3,3
246,0,0
247,0,0
248,2,2
249,2,2
250,1,2
251,3,3
252,1,1
253,1,1
254,0,0
255,1,1
256,3,2
257,3,2
258,1,1
259,1,2
260,1,2
261,1,1
262,3,3
263,3,3
264,2,2
265,3,3
266,0,0
267,1,2
268,2,2
269,1,1
270,0,0
271,3,2
272,0,2
273,3,3
274,0,0
275,0,0
276,0,0
277,0,0
278,2,2
279,2,2
280,3,3
281,1,2
282,2,2
283,2,2
284,2,2
285,3,3
286,2,2
287,0,0
288,2,2
