trial,true_label,pred_label,label,theta_alpha,channel_idx
1,0,0,0,4.570950047338479,11
2,1,1,1,1.417728659687746,11
3,1,1,1,1.990014723238852,11
4,0,0,0,2.308221937572219,11
5,1,1,1,1.717837739884806,11
6,0,0,0,1.7328368234806129,11
7,1,1,1,0.8674887025292481,11
8,2,2,2,1.6839302179618338,11
9,1,1,1,1.3582643136364574,11
10,3,3,3,2.6145652642443795,11
11,0,0,0,1.4428756350675578,11
12,2,0,2,1.4997748395158224,11
13,1,1,1,2.3134265047954665,11
14,0,0,0,1.665108412064639,11
15,3,0,3,2.42802194684528,11
16,3,1,3,2.2563488702314656,11
17,3,1,3,0.953595464707339,11
18,3,3,3,0.709736841255754,11
19,3,3,3,2.3031517144391103,11
20,0,0,0,2.495033100539361,11
21,2,2,2,1.4344904916614012,11
22,1,1,1,2.827229107591869,11
23,0,0,0,0.4462176430421659,11
24,0,0,0,0.8242770460353199,11
25,2,2,2,1.9282776763469764,11
26,3,3,3,2.425499744114873,11
27,0,0,0,3.7723868471976423,11
28,2,0,2,2.1408114254014055,11
29,2,1,2,0.9732515531029932,11
30,2,3,2,0.998028740957166,11
31,0,0,0,1.7050994767335828,11
32,1,1,1,3.574771289293779,11
33,0,0,0,3.6615583127095057,11
34,1,1,1,1.7471524478732965,11
35,1,1,1,1.1810868721789014,11
36,0,0,0,1.9553640615945476,11
37,1,1,1,2.502552661062029,11
38,2,0,2,2.695702221402614,11
39,1,1,1,0.8438920655523757,11
40,2,2,2,0.8921944349313754,11
41,2,2,2,2.221188977111414,11
42,3,3,3,1.0277930869638232,11
43,2,2,2,3.4168314765850907,11
44,2,3,2,0.7884685455394923,11
45,3,3,3,0.9058446380651044,11
46,3,3,3,2.6730364222208824,11
47,3,3,3,0.547130054147094,11
48,3,3,3,1.5436528516306205,11
49,3,3,3,1.9081477068625856,11
50,2,2,2,0.6712479323312956,11
51,1,1,1,1.3979737718504528,11
52,0,0,0,1.74650903296426,11
53,0,0,0,2.53090020750522,11
