trial,true_label_x,pred_label,win_global,theta_alpha,true_label_y
1,1,1,1,9.633255726468703e-07,1
2,1,1,2,9.810816731323124e-07,1
3,1,1,3,1.351655755268167e-06,1
4,0,0,4,2.4795986736652505e-06,0
5,0,0,5,1.5106620482088696e-06,0
6,0,0,6,2.6155342690198742e-06,0
7,0,0,7,6.991731864515465e-07,0
8,0,0,8,8.389239212504091e-07,0
9,0,0,9,9.88194671389304e-07,0
10,0,0,10,7.078731928594673e-07,0
11,0,0,11,7.101781145340027e-07,0
12,0,0,12,5.645422741563126e-07,0
13,0,0,13,4.83013145724139e-07,0
14,0,0,14,6.303779167870055e-07,0
15,0,0,15,8.21367314890051e-07,0
16,0,0,16,2.5353689955767792e-06,0
17,0,0,17,2.042277405327431e-06,0
18,0,0,18,1.1890606120524833e-06,0
19,0,0,19,5.447831950539084e-07,0
20,0,0,20,3.971047404795742e-07,0
21,0,0,21,5.271132594965384e-07,0
22,0,0,22,5.363069267746769e-07,0
23,0,0,23,4.91150763660633e-07,0
24,0,0,24,6.12918350914813e-07,0
25,0,0,25,1.6659522932027569e-06,0
26,0,0,26,1.378007393848088e-06,0
27,0,0,27,1.0064107970862524e-06,0
28,0,0,28,2.8113120363256786e-07,0
29,0,0,29,3.43136137134917e-07,0
30,0,0,30,4.699802111151298e-07,0
31,0,0,31,1.2479064629790884e-06,0
32,0,0,32,1.3927738855007185e-06,0
33,0,0,33,9.569499571008231e-07,0
34,0,0,34,8.132446384078805e-07,0
35,0,0,35,6.846846283228824e-07,0
36,0,0,36,8.788724145606606e-07,0
37,0,0,37,1.06318836295909e-06,0
38,0,0,38,1.1532328882831268e-06,0
39,0,0,39,1.1362759081369306e-06,0
40,0,0,40,6.593945008998992e-07,0
41,0,0,41,8.51114852196934e-07,0
42,0,0,42,9.511155234631636e-07,0
43,0,0,43,4.807460939536128e-07,0
44,0,0,44,5.159205058942851e-07,0
45,0,0,45,6.255447624953027e-07,0
46,0,0,46,4.258624659225829e-07,0
47,0,0,47,6.468103652584126e-07,0
48,0,0,48,4.695468475741518e-07,0
49,0,0,49,5.642455290591699e-07,0
50,0,0,50,6.025868786371612e-07,0
51,0,0,51,5.936213010483803e-07,0
52,0,0,52,7.86489139609667e-07,0
53,0,0,53,7.768027920328857e-07,0
54,0,0,54,6.696595882877559e-07,0
55,0,0,55,1.0471008700496822e-06,0
56,0,0,56,9.232973875246004e-07,0
57,0,0,57,6.836729919094449e-07,0
58,0,0,58,8.101879195089912e-07,0
59,0,0,59,6.672781446360579e-07,0
60,0,0,60,8.302856152110546e-07,0
61,0,0,61,8.475329475319341e-07,0
62,0,0,62,9.122006517915348e-07,0
63,0,0,63,7.681825715398267e-07,0
64,0,0,64,7.395804235573039e-07,0
65,0,0,65,1.438814894187617e-06,0
66,0,0,66,9.07550263061489e-07,0
67,0,0,67,5.907120261202879e-07,0
68,0,0,68,4.7398101867569735e-07,0
69,0,0,69,3.3196759887639613e-07,0
70,0,0,70,6.492658029234745e-07,0
71,0,0,71,7.20860153297908e-07,0
72,0,0,72,6.743195333600656e-07,0
73,0,0,73,3.379376354733674e-07,0
74,0,0,74,4.255235441149053e-07,0
75,0,0,75,1.055290947034788e-06,0
76,0,0,76,5.932366360275091e-07,0
77,0,0,77,4.287761749069386e-07,0
78,0,0,78,7.457541310460229e-07,0
79,0,0,79,1.1231300228627231e-06,0
80,0,0,80,6.368308016516749e-07,0
81,0,0,81,8.226251976236871e-07,0
82,0,0,82,5.464642128922847e-07,0
83,0,0,83,5.773252990325272e-07,0
84,0,0,84,4.077074882542681e-07,0
85,0,0,85,7.869258934047896e-07,0
86,0,0,86,6.539069840451217e-07,0
87,0,0,87,7.469641506664388e-07,0
88,0,0,88,6.327383773239688e-07,0
89,0,0,89,4.936472470012872e-07,0
90,0,0,90,5.895862785184044e-07,0
91,0,0,91,6.415895786892097e-07,0
92,0,0,92,7.317028703536698e-07,0
93,0,0,93,3.2908988501066557e-07,0
94,0,0,94,4.354708295494448e-07,0
95,0,0,95,4.02948042445561e-07,0
96,0,0,96,4.459421897627403e-07,0
97,0,0,97,5.839489516605331e-07,0
98,0,0,98,5.653428193889078e-07,0
99,0,0,99,4.625730831816184e-07,0
100,0,0,100,3.128734574530246e-07,0
101,0,0,101,3.652034080052338e-07,0
102,0,0,102,4.40639626628852e-07,0
103,0,0,103,4.62207620301804e-07,0
104,0,0,104,5.001097673261708e-07,0
105,0,0,105,5.650422343248022e-07,0
106,0,0,106,4.70266722615049e-07,0
107,0,0,107,5.219088650483626e-07,0
108,0,0,108,6.526210665234397e-07,0
109,0,0,109,6.106608230393815e-07,0
110,0,0,110,4.982269804260594e-07,0
111,0,0,111,5.408290343231359e-07,0
112,0,0,112,8.132406855833974e-07,0
113,0,0,113,6.495015380365158e-07,0
114,0,0,114,9.918498970770368e-07,0
115,0,0,115,5.531400626518415e-07,0
