trial,true_label,pred_label
1,1,1
2,3,3
3,0,0
4,2,2
5,0,0
6,2,2
7,3,3
8,1,1
9,1,1
10,0,0
11,3,3
12,2,2
13,3,3
14,0,0
15,2,2
16,1,1
17,0,0
18,2,2
19,3,3
20,1,1
21,2,2
22,3,3
23,1,1
24,0,0
25,3,3
26,1,1
27,0,0
28,2,2
29,0,1
30,3,3
31,2,2
32,1,1
33,1,0
34,0,0
35,2,2
36,3,3
37,1,1
38,0,0
39,3,3
40,2,2
41,3,3
42,2,2
43,0,0
44,1,1
45,3,3
46,1,1
47,0,0
48,2,2
49,2,2
50,3,3
51,1,1
52,0,0
53,2,1
54,3,3
55,1,1
56,0,0
57,3,3
58,2,2
59,1,1
60,0,0
61,2,2
62,1,1
63,0,0
64,3,3
65,0,0
66,2,2
67,3,3
68,1,1
69,0,0
70,3,3
71,2,2
72,1,1
73,2,2
74,0,0
75,3,3
76,1,1
77,2,2
78,3,3
79,0,1
80,1,1
81,3,3
82,0,0
83,2,2
84,1,1
85,3,3
86,2,2
87,0,0
88,1,1
89,1,1
90,2,2
91,3,3
92,0,0
93,2,2
94,3,3
95,0,0
96,1,1
97,1,1
98,2,2
99,0,0
100,3,3
101,1,1
102,0,0
103,3,3
104,2,2
105,0,1
106,2,2
107,3,3
108,1,1
109,0,0
110,2,2
111,3,3
112,1,1
113,3,3
114,1,1
115,2,1
116,0,0
117,3,3
118,2,1
119,1,1
120,0,0
121,0,1
122,1,1
123,3,3
124,2,2
125,2,2
126,3,3
127,0,0
128,1,1
129,3,3
130,1,1
131,0,0
132,2,2
133,3,3
134,0,0
135,2,2
136,1,1
137,2,2
138,0,0
139,1,1
140,3,3
141,2,2
142,3,3
143,0,2
144,1,1
145,0,0
146,1,1
147,2,2
148,3,3
149,2,2
150,0,0
151,3,3
152,1,1
153,0,0
154,3,3
155,2,2
156,1,1
157,0,0
158,2,2
159,3,3
160,1,1
