trial,true_label_x,pred_label,win_global,theta_alpha,true_label_y
1,1,1,1,3.795127426554106e-05,1
2,1,1,2,3.774201818178789e-05,1
3,1,1,3,3.61588045614624e-05,1
4,0,0,4,6.259590266059037e-06,0
5,0,0,5,1.1694691520793007e-05,0
6,0,0,6,1.1564990655406208e-05,0
7,0,0,7,6.921049183839257e-06,0
8,0,0,8,7.907357319143677e-06,0
9,0,0,9,1.047984331203421e-05,0
10,0,0,10,3.3259066791656706e-05,0
11,0,0,11,2.0565716303489963e-05,0
12,0,0,12,2.49228060475851e-05,0
13,0,0,13,1.3202419481012228e-05,0
14,0,0,14,1.604070456486228e-05,0
15,0,0,15,1.6966757615368386e-05,0
16,0,0,16,7.310181129318244e-06,0
17,0,0,17,9.598726698589804e-06,0
18,0,0,18,9.927406963810289e-06,0
19,0,0,19,2.073684496771761e-05,0
20,0,0,20,1.531231868276148e-05,0
21,0,0,21,1.8482923694916365e-05,0
22,0,0,22,1.9043486576429173e-05,0
23,0,0,23,1.609032463989773e-05,0
24,0,0,24,1.323919427679463e-05,0
25,0,0,25,1.03172881655486e-05,0
26,0,0,26,9.742015442610275e-06,0
27,0,0,27,6.151715965477663e-06,0
28,0,0,28,5.1918385568621666e-06,0
29,0,0,29,7.69839245503157e-06,0
30,0,0,30,9.575968309855047e-06,0
31,0,0,31,1.0898489207202837e-05,0
32,0,0,32,9.20617158125936e-06,0
33,0,0,33,7.099551898861851e-06,0
34,0,0,34,1.151296982563848e-05,0
35,0,0,35,8.249254707102559e-06,0
36,0,0,36,1.2506049359256428e-05,0
37,0,0,37,4.317338705807436e-06,0
38,0,0,38,4.207390909144638e-06,0
39,0,0,39,4.5855073935741795e-06,0
40,0,0,40,1.7624039823010198e-05,0
41,0,0,41,1.529185565555181e-05,0
42,0,0,42,1.5081265255272664e-05,0
43,0,0,43,8.683766315530263e-06,0
44,0,0,44,1.1886179584332203e-05,0
45,0,0,45,1.2176239394767403e-05,0
46,0,0,46,1.587579675198826e-05,0
47,0,0,47,1.9042555451844853e-05,0
48,0,0,48,1.889380577515221e-05,0
49,0,0,49,1.5061016518174344e-05,0
50,0,0,50,1.620647215967298e-05,0
51,0,0,51,1.489132642956445e-05,0
52,0,0,52,2.1704332003108817e-05,0
53,0,0,53,2.3734123330757313e-05,0
54,0,0,54,1.941331950761704e-05,0
55,0,0,55,1.2438398769032764e-05,0
56,0,0,56,8.056385876468394e-06,0
57,0,0,57,1.1612536219612603e-05,0
