trial,label,theta_alpha,channel_idx
1,3,1.3070018581861609,11
2,2,0.969285595506322,11
3,1,1.989654120999259,11
4,0,0.7388321556032138,11
5,0,3.947675202349069,11
6,1,2.396267337708049,11
7,2,1.6766733977847263,11
8,3,1.4757202008327637,11
9,1,0.8350995541741533,11
10,2,0.8916911934445583,11
11,0,1.088040227523251,11
12,0,0.6044842809816898,11
13,0,1.2721212776326767,11
14,3,0.6727198033825711,11
15,1,1.6383180959022552,11
16,1,1.485466468876596,11
17,0,1.3441236613894256,11
18,0,2.5613129776684183,11
19,2,0.8249894955500354,11
20,0,1.2876132632928223,11
21,1,1.2092924500366427,11
22,3,0.41811619525816407,11
23,3,2.4172677032783416,11
24,2,0.9887031969876026,11
25,0,1.241381551358843,11
26,3,2.9561942632751728,11
27,3,1.776380005150866,11
28,1,0.4086471072945252,11
29,3,1.2938931448286497,11
30,3,2.0429821495671248,11
31,1,2.535987617413666,11
32,0,1.0814548212294244,11
33,1,1.905687667830186,11
34,2,1.6195242425170748,11
35,2,1.0382612270577993,11
36,2,0.5751057286725914,11
37,3,0.6443268106827188,11
38,2,1.0088747030799203,11
39,0,2.364183537265521,11
40,3,0.7201020595608528,11
41,1,0.48888982733022807,11
42,2,1.6754893326933387,11
43,1,1.6635462259353815,11
44,2,1.2199309821133328,11
45,3,1.3512854874293183,11
46,1,1.7211387650030965,11
47,2,1.7810092329663336,11
48,0,0.5459801937295038,11
49,0,1.2235366376597596,11
50,0,0.958967657210481,11
51,3,1.3263917764224473,11
52,1,3.1444391964527814,11
53,0,0.8909201128971161,11
54,2,0.6507886256537809,11
55,0,0.8714076535531857,11
56,2,0.6583072708597193,11
57,1,2.34494613349785,11
58,3,1.6597821680649558,11
59,0,1.1291089892922104,11
60,2,2.1845165581636974,11
61,2,0.38226748000968575,11
62,0,1.2667902745275312,11
63,2,0.8826852344895815,11
64,1,1.229224431582207,11
65,3,1.4982623589512558,11
66,3,0.32481999313642734,11
67,3,2.0380123969289285,11
68,2,1.9867542530809645,11
69,0,1.6716728322469574,11
70,3,0.5153232924253386,11
71,1,1.8321597919969568,11
72,3,1.0157411859558125,11
73,1,1.3051689489588003,11
74,0,4.569090762645446,11
75,2,0.7465505898318446,11
76,1,0.8309337982344644,11
77,0,1.7997976757292617,11
78,2,0.5007607621164871,11
79,2,1.5040081357775585,11
80,0,1.2179328120337098,11
81,2,0.39879173142714947,11
82,3,1.0615551848072884,11
83,3,0.40537836638317265,11
84,1,1.3014329969855682,11
85,0,1.530440213270489,11
86,1,0.7307425426427507,11
87,3,0.6303168103015206,11
88,1,2.108447713520535,11
89,3,0.6282821320551316,11
90,2,2.9156568819639714,11
91,1,1.5134532033632926,11
92,1,0.8102035775552016,11
93,1,0.7862212463679454,11
94,2,1.1154409818080226,11
95,3,0.5075110966087396,11
96,0,0.4957945702436782,11
97,1,1.2358300004286937,11
98,3,1.114631716248041,11
99,0,1.153563402394087,11
100,2,0.9827397312689138,11
101,2,1.713861850587477,11
102,3,1.2062306277238317,11
103,0,1.3212567492663516,11
104,0,1.1608711175113458,11
105,2,0.651328980326301,11
106,1,1.0546785571340176,11
107,3,2.334666525109424,11
108,3,0.21611419208651528,11
109,3,0.48958831747682563,11
110,1,1.2420100585320077,11
111,0,1.6143310776721767,11
112,2,3.311378326142697,11
113,1,1.8339560685753842,11
114,3,0.6662517780332956,11
115,0,1.4831592850680853,11
116,3,1.0278783074583264,11
117,2,2.5612562598566964,11
118,1,1.343796977345708,11
119,3,0.9553957468034083,11
120,3,0.7199367256298915,11
121,0,0.8744686097043316,11
122,1,1.3172345860303003,11
123,1,1.8995429181022097,11
124,2,1.2748153857627207,11
125,3,0.8367218281591686,11
126,1,1.2715103427993775,11
127,0,2.207076543201763,11
128,0,1.113051485118233,11
129,3,1.6573948359835007,11
130,1,1.6803996431787243,11
131,0,1.2428874907991478,11
132,2,1.9251110003878247,11
133,1,3.1899824548605267,11
134,1,0.7609533829982799,11
135,2,0.65815342014272,11
136,0,1.4718085869277435,11
137,3,1.0326815648959058,11
138,2,1.1644861752744362,11
139,2,0.34833075238440864,11
140,2,0.8646970224314532,11
141,2,0.48507792772632063,11
142,0,0.5277128595810703,11
143,1,1.1224385365431286,11
144,0,1.6301001971015034,11
145,1,2.4725957496106212,11
146,0,1.4357052211290664,11
