trial,true_label,pred_label,label,theta_alpha,channel_idx
1,0,0,0,1.1758079738023992,11
2,1,1,1,1.497413768075748,11
3,1,1,1,2.5544680708187824,11
4,0,0,0,1.7540874494545515,11
5,1,1,1,0.3989031148238266,11
6,0,0,0,0.933637616868465,11
7,1,1,1,1.213251997792658,11
8,2,2,2,1.1424974160546166,11
9,1,1,1,0.6194193649580977,11
10,3,3,3,0.6428597192316405,11
11,0,0,0,0.5059156839159366,11
12,2,0,2,3.1017497085402397,11
13,1,1,1,0.935049656599109,11
14,0,0,0,1.1594499240831562,11
15,3,1,3,0.9927969170692722,11
16,3,3,3,0.9303172586351128,11
17,3,1,3,0.5958385939334314,11
18,3,3,3,0.6443679337054937,11
19,3,1,3,0.6163786019643718,11
20,0,0,0,2.018594008569857,11
21,2,2,2,1.140292117087821,11
22,1,1,1,0.5887868247432302,11
23,0,0,0,0.5212339560762858,11
24,0,0,0,0.6307856677678472,11
25,2,2,2,0.7117335014413076,11
26,3,3,3,0.4085860023516061,11
27,0,0,0,2.10250670769289,11
28,2,2,2,0.3692296519382306,11
29,2,2,2,0.9812697405208411,11
30,2,3,2,0.4292600744961906,11
31,0,0,0,0.749050977713241,11
32,1,0,1,2.286365039918178,11
33,0,0,0,3.1263314234396944,11
34,1,1,1,0.7156058401258276,11
35,1,1,1,0.8251479691648943,11
36,0,0,0,0.5350262119938046,11
37,1,1,1,1.623688596092245,11
38,2,2,2,1.8585591796700072,11
39,1,1,1,0.6642718730504737,11
40,2,2,2,1.1978940439809769,11
41,2,2,2,1.5385328751968357,11
42,3,3,3,0.6739035182292934,11
43,2,2,2,0.7364576925703387,11
44,2,2,2,0.6525233849197011,11
45,3,3,3,0.3482218822369738,11
46,3,3,3,0.5939805290387907,11
47,3,1,3,0.7677873644441608,11
48,3,1,3,1.2143048304729405,11
49,3,3,3,1.9251416166289224,11
50,2,2,2,2.1315151789012945,11
51,1,3,1,1.7612547587543976,11
52,0,1,0,1.0522301407425918,11
53,0,0,0,0.4761817102537478,11
54,1,1,1,1.4303754714951171,11
55,2,2,2,0.6777948996406,11
56,3,3,3,1.8577258419292204,11
57,1,1,1,1.877001185282936,11
58,2,2,2,1.8102721762368412,11
59,0,0,0,1.5898062083250046,11
60,0,0,0,0.833874048674108,11
61,0,0,0,1.4719426749266444,11
62,3,3,3,1.395972992289592,11
63,1,0,1,1.0327672113325876,11
64,1,1,1,0.7470536303578713,11
65,0,0,0,1.915045245790857,11
66,0,0,0,1.7626578566886495,11
67,2,2,2,0.5303459426013128,11
68,0,0,0,2.680162554463114,11
69,1,1,1,1.6902421624772577,11
70,3,3,3,0.6736199619298142,11
71,3,0,3,1.2325495560523012,11
72,2,2,2,1.2193477265389967,11
73,0,0,0,0.8791626003470154,11
74,3,3,3,2.6556925740307147,11
75,3,3,3,0.939954555292591,11
76,1,0,1,1.608251334919747,11
77,3,1,3,0.6629909574322405,11
78,3,3,3,1.3871581981697003,11
79,1,1,1,1.0666250605759768,11
80,0,0,0,1.1848296607018332,11
81,1,1,1,0.8950724182433089,11
82,2,2,2,0.6974009548831086,11
83,2,2,2,0.4126016426307536,11
84,2,2,2,1.6103442564819077,11
85,3,3,3,0.925034740211516,11
86,2,2,2,1.228576295565175,11
87,0,0,0,0.6937558603256138,11
88,3,3,3,0.6796052922570194,11
89,1,1,1,0.5094957304919542,11
90,2,2,2,2.7033521855068043,11
91,1,1,1,0.415571325524875,11
92,2,2,2,1.2311301830261223,11
93,3,3,3,1.4301595235086006,11
94,1,1,1,0.6661961094003431,11
95,2,1,2,1.5475263826346513,11
96,0,0,0,0.8141055852534027,11
97,0,0,0,1.1202771096650963,11
98,0,0,0,0.7917193344771671,11
99,3,3,3,2.5396308061760084,11
100,1,1,1,1.040483945562942,11
101,0,0,0,1.0258207305387304,11
102,2,1,2,0.7364413939518989,11
103,0,0,0,2.233852369829389,11
104,2,2,2,1.2475132963667994,11
105,1,1,1,0.295647416273515,11
106,3,3,3,1.021042490989346,11
107,0,0,0,0.7364044071640111,11
108,2,2,2,1.2160025883984589,11
109,2,2,2,2.0969510456606137,11
110,0,0,0,0.8891218824372064,11
111,2,2,2,0.8005796195429622,11
112,1,1,1,1.6796941772571692,11
113,3,3,3,1.0005562220878803,11
114,3,3,3,0.8020709829583116,11
115,3,3,3,0.516917484180681,11
116,2,2,2,0.750471224201975,11
117,0,0,0,1.2190447654442895,11
118,3,1,3,0.598996238481809,11
119,1,2,1,0.9019450639343616,11
120,3,3,3,0.9237980484574666,11
121,1,1,1,1.297689800882193,11
122,0,0,0,1.2743774031106132,11
123,2,1,2,2.5236464667909653,11
124,1,1,1,1.5086843958009537,11
125,0,0,0,1.016315534082484,11
126,2,2,2,1.9319148023408808,11
127,2,2,2,0.5681579725877894,11
128,0,1,0,0.6820280801490691,11
129,2,2,2,0.3969418599411902,11
130,3,3,3,0.2117285731084149,11
131,3,3,3,1.2759283667038324,11
132,1,1,1,1.6827831245726583,11
133,0,0,0,2.125273209456781,11
134,1,1,1,0.2681697330299591,11
135,3,3,3,1.0002799980165031,11
136,1,2,1,0.8094554269478526,11
137,3,1,3,0.8108339786128791,11
138,2,2,2,0.7075222178347257,11
139,1,1,1,1.131083175988474,11
140,1,1,1,0.6157094274267768,11
141,1,1,1,1.3886340722122914,11
142,2,2,2,0.4195385403010667,11
143,3,3,3,0.3969742551946356,11
144,0,0,0,0.4731478309666505,11
145,1,1,1,1.7763447124941796,11
146,3,3,3,1.5369630596108392,11
147,0,0,0,0.6081350119078371,11
148,2,3,2,0.5228453238846121,11
149,2,2,2,0.325263312803507,11
150,3,3,3,1.0990553506963232,11
151,0,0,0,0.9332196875680272,11
152,0,0,0,1.0143120579246605,11
153,2,2,2,0.435635484409442,11
154,1,1,1,0.3232721531710744,11
155,3,3,3,0.4149136623001099,11
156,3,3,3,0.4354700624932137,11
157,3,2,3,2.589393296631837,11
158,1,1,1,0.2852829503555511,11
159,0,0,0,0.4764181794173186,11
160,2,2,2,1.251639502954739,11
161,1,1,1,0.2797125570593231,11
162,3,3,3,0.7512598362968965,11
163,0,0,0,0.5161996646365221,11
164,3,3,3,0.7408613182210391,11
165,2,2,2,0.5566711483585209,11
166,1,1,1,0.6741601270577902,11
167,3,3,3,0.3447991671568586,11
168,3,3,3,0.7318302234276869,11
169,0,0,0,0.7281866745656165,11
170,1,1,1,2.055007364641903,11
171,1,1,1,0.5354396882287759,11
172,2,2,2,0.4740522319094644,11
173,3,3,3,0.8046195680350384,11
174,1,1,1,0.4981645487553441,11
175,0,0,0,0.7636387361307728,11
176,0,2,0,0.4858097360443745,11
177,3,3,3,0.7794254511928624,11
178,1,3,1,0.4796571476623267,11
179,0,3,0,0.6159989307147852,11
180,2,0,2,1.354859576175932,11
181,1,1,1,1.7035839090368263,11
182,1,1,1,0.8628024849310462,11
183,2,2,2,0.967994372040226,11
184,0,0,0,1.0558109296952,11
185,3,2,3,1.9629736958389468,11
186,2,2,2,0.715339519759232,11
187,2,2,2,0.7630831086673874,11
188,2,2,2,0.1740050045291515,11
189,2,2,2,1.1738985722057778,11
190,0,0,0,1.61528571000743,11
191,1,1,1,0.7558981466036462,11
192,0,0,0,0.4894518219617333,11
193,1,2,1,1.2426987391479694,11
194,0,0,0,0.6939426501530308,11
195,0,0,0,1.121188418765008,11
196,2,2,2,0.8462506873508155,11
197,2,2,2,0.8861417224964717,11
198,1,1,1,0.4583476203874811,11
199,2,2,2,0.695992087435142,11
200,3,3,3,1.3603408549285487,11
201,0,0,0,2.184045634918075,11
