trial,true_label,pred_label
1,2,2
2,1,1
3,0,0
4,3,3
5,3,3
6,2,2
7,0,0
8,1,1
9,3,3
10,0,0
11,1,1
12,2,2
13,1,1
14,2,2
15,0,0
16,3,3
17,2,2
18,1,1
19,3,3
20,0,0
21,0,0
22,2,2
23,3,3
24,1,1
25,0,0
26,2,2
27,3,3
28,1,1
29,1,1
30,0,0
31,2,2
32,3,3
33,3,3
34,0,0
35,1,1
36,2,2
37,2,2
38,0,0
39,3,3
40,1,1
41,3,3
42,2,2
43,1,1
44,0,0
45,3,3
46,0,0
47,1,1
48,2,2
49,3,3
50,1,1
51,0,0
52,2,2
53,3,3
54,2,2
55,1,1
56,0,0
57,2,2
58,3,3
59,0,0
60,1,1
61,2,2
62,0,0
63,3,3
64,1,1
65,2,2
66,1,1
67,3,3
68,0,0
69,0,0
70,3,3
71,1,1
72,2,2
73,0,0
74,3,3
75,2,1
76,1,1
77,1,1
78,3,3
79,2,2
80,0,0
81,0,0
82,3,3
83,2,2
84,1,1
85,2,2
86,3,3
87,0,0
88,1,1
89,1,1
90,0,0
91,2,2
92,3,3
93,1,1
94,2,2
95,0,0
96,3,3
97,3,3
98,1,1
99,0,0
100,2,2
101,1,1
102,3,3
103,0,0
104,2,2
105,0,0
106,3,3
107,2,3
108,1,1
109,0,0
110,3,3
111,2,2
112,1,1
113,1,1
114,3,3
115,0,0
116,2,2
117,0,0
118,1,1
119,2,1
120,3,3
121,0,0
122,2,2
123,3,3
124,1,1
125,3,3
126,1,1
127,0,0
128,2,2
129,2,2
130,0,0
131,1,1
132,3,3
133,2,2
134,1,1
135,3,3
136,0,0
137,2,2
138,1,1
139,3,3
140,0,0
141,0,0
142,2,1
143,1,1
144,3,3
145,2,2
146,1,1
147,0,0
148,3,3
149,2,2
150,3,3
151,0,0
152,1,1
153,2,2
154,1,1
155,0,0
156,3,3
157,1,1
158,2,2
159,3,3
160,0,0
