trial,true_label,pred_label,theta_alpha
1,2,2,0.8930784758657966
2,3,3,0.4870742832039602
3,0,0,3.2558042135366425
4,1,1,0.9500823944591654
5,1,1,0.6966697017463345
6,3,3,0.2470312134144192
7,2,2,1.1719813331598596
8,0,0,0.6838005339481068
9,3,3,0.1528752082138227
10,0,0,0.4430296669969837
11,2,2,1.2008018209999705
12,1,1,0.2294633007146432
13,0,0,0.3751617029423118
14,3,3,0.4545215325640168
15,2,2,0.856924680656206
16,1,1,0.3125236655545236
17,3,3,0.2256020451439032
18,1,1,0.3077964662285948
19,0,0,0.5713975177902484
20,2,2,0.3929782435050484
21,3,3,0.2597144104332416
22,0,0,0.57455597119679
23,1,1,0.2745252653677966
24,2,2,0.3893499085429955
25,0,0,0.3143653492853712
26,3,3,0.4343457627130005
27,1,1,0.2658489335761242
28,2,2,0.1502852076239238
29,3,3,0.2635185425427124
30,0,0,0.1444423236145505
31,2,2,0.1908453637583876
32,1,1,0.3195415006683657
33,3,3,0.5907047508580785
34,1,1,0.4568985051566252
35,2,2,0.4742981295895156
36,0,0,0.2370567926652187
37,0,0,0.2758484393173707
38,2,2,0.7604775960582493
39,3,3,1.410869732683957
40,1,1,0.6096561069225012
41,0,0,0.1410731330139426
42,1,1,0.7212477528636992
43,3,3,0.2553589595528603
44,2,2,1.2944151430399644
45,0,0,0.6415802412021714
46,3,3,0.1011510670023627
47,1,1,0.2286546608438464
48,2,2,0.3408023771143391
49,2,2,0.5217334358692496
50,0,0,0.3408175365237711
51,1,1,0.6944271346649602
52,3,3,0.1861659743811888
53,3,3,0.1804394882167894
54,0,0,0.3759721562309188
55,2,2,0.226827385395626
56,1,1,0.3900054306664834
57,3,3,0.2527621353079281
58,0,0,0.4327355891130843
59,1,1,0.2127510921092891
60,2,2,0.486373133319378
61,2,2,0.3445228673175392
62,1,1,0.224068183621706
63,3,3,0.0997089248937522
64,0,0,1.17901620784636
65,3,3,0.0958183931102206
66,1,1,0.3387467919521462
67,0,0,0.4563600893198493
68,2,2,0.5400230425055772
69,0,2,0.2829165699225734
70,1,1,0.5595978371821658
71,3,3,0.1943067417691261
72,2,2,0.698790459228418
73,3,3,0.4854852664936286
74,0,0,1.0767210632700557
75,1,1,0.3764291413078593
76,2,2,0.5368365711183256
77,3,3,0.2089666759658928
78,2,2,0.3005867343027818
79,1,1,0.3504225192850679
80,0,0,0.3237248794138677
81,0,0,0.4707014730250617
82,2,2,1.5647092200730273
83,1,1,0.2942136861842852
84,3,3,0.8248990611740156
85,3,3,0.3387389419800488
86,2,2,0.9131924604328656
87,1,1,0.3252061159728919
88,0,0,0.4458628985300367
89,2,2,0.6157037700447818
90,0,0,0.3054550089046363
91,3,3,0.8738482379459042
92,1,1,0.5910049795656585
93,2,2,0.7330252873475436
94,0,0,0.2619483654917489
95,3,3,0.3735996636380337
96,1,1,0.3072665283091143
97,2,2,0.7727736823165923
98,1,1,0.4913739181803502
99,0,0,0.4797369892272712
100,3,3,0.5609106102777999
101,0,0,0.1812239487771368
102,1,1,1.4544955733505027
103,2,2,0.6548944797163772
104,3,3,0.2869599376726028
105,2,2,0.6913610270793045
106,0,0,0.6666979742205899
107,3,3,0.1965372839075948
108,1,1,0.2536160902711246
109,0,0,0.325913210673945
110,2,2,0.2813243223068588
111,3,3,0.5251782435783585
112,1,1,0.209251396637086
113,1,1,0.3298984908046656
114,2,2,0.3303389359758133
115,3,3,0.4122284886950739
116,0,0,0.2633248650863016
117,2,2,1.0225282063135552
118,3,3,0.152159714855681
119,0,0,0.4214277708641387
120,1,1,0.3920569175141762
121,0,0,0.2680627196460632
122,2,2,1.097104420948701
123,3,3,0.4876254662646824
124,1,1,0.3433116338810195
125,2,2,0.6512153009027082
126,3,3,0.3133823885679825
127,1,1,0.4998806039618904
128,0,0,0.5523310476816494
129,3,3,0.2824465514752141
130,1,1,0.3561447831838994
131,0,0,0.3217456043950492
132,2,2,0.2718153718566177
133,0,0,0.2847221923032991
134,1,1,0.5767667182814055
135,3,3,0.1673782223669159
136,2,2,0.5169960580189401
137,1,1,0.7757484274773686
138,0,0,0.1564191621256447
139,3,3,0.3636649655515517
140,2,2,0.1253546758971458
141,3,3,0.5717474279425897
142,2,2,0.5977883185502836
143,1,1,0.4444260818137872
144,0,0,0.3329975384988523
145,0,0,0.6304464179570883
146,1,1,0.5685585265852093
147,3,3,0.1142137545890341
148,2,2,0.6295646435112091
149,2,2,0.8430028472049886
150,0,0,0.4312738037436677
151,3,3,0.2481311056291546
152,1,1,0.3613932077765545
153,1,0,0.2366712196578565
154,3,3,0.36556620737043
155,2,2,0.554273552777025
156,0,0,0.2008912194937389
157,2,2,0.2937826260451769
158,0,0,0.4752824346216238
159,1,1,0.4384846563584051
160,3,3,0.4445033462705794
