subject,run,trial,win_idx,theta_alpha,true_label,global_win
5,B0504E,1,1,1.3532943011396048e-06,1,1
5,B0504E,1,2,3.7011239061691374e-06,1,2
5,B0504E,1,3,2.5465967396974347e-06,1,3
5,B0504E,2,1,2.0112124837366717e-06,1,4
5,B0504E,2,2,2.059474292881032e-06,1,5
5,B0504E,2,3,3.5096557166497436e-06,1,6
5,B0504E,3,1,3.3328096913942593e-06,1,7
5,B0504E,3,2,3.479296669969777e-06,1,8
5,B0504E,3,3,4.702975001549127e-06,1,9
5,B0504E,4,1,4.4398234524214685e-06,0,10
5,B0504E,4,2,2.960889670376496e-06,0,11
5,B0504E,4,3,3.1639773176828893e-06,0,12
5,B0504E,5,1,3.372565179234762e-06,1,13
5,B0504E,5,2,4.619478226400001e-06,1,14
5,B0504E,5,3,7.164893977715906e-06,1,15
5,B0504E,6,1,2.5772310460757627e-06,0,16
5,B0504E,6,2,3.5739954715371965e-06,0,17
5,B0504E,6,3,2.0811365324237467e-06,0,18
5,B0504E,7,1,4.7531061510118045e-06,0,19
5,B0504E,7,2,6.555711387820297e-06,0,20
5,B0504E,7,3,7.318840929933721e-06,0,21
5,B0504E,8,1,1.2887255436964526e-06,0,22
5,B0504E,8,2,1.0154476170710801e-06,0,23
5,B0504E,8,3,1.4140207423965522e-06,0,24
5,B0505E,1,1,9.947939697497671e-06,1,25
5,B0505E,1,2,4.89616694208359e-06,1,26
5,B0505E,1,3,2.6101414297264456e-06,1,27
5,B0505E,2,1,3.970989044873258e-06,0,28
5,B0505E,2,2,2.7747352330018064e-06,0,29
5,B0505E,2,3,2.1642600516857323e-06,0,30
5,B0505E,3,1,1.5709167073078945e-05,0,31
5,B0505E,3,2,6.836401711613555e-06,0,32
5,B0505E,3,3,3.6481662771511492e-06,0,33
5,B0505E,4,1,7.672523618487928e-06,0,34
5,B0505E,4,2,7.299452395414803e-06,0,35
5,B0505E,4,3,4.063888699822769e-06,0,36
5,B0505E,5,1,6.167723767209802e-06,0,37
5,B0505E,5,2,7.080496190577912e-06,0,38
5,B0505E,5,3,1.5067620082623201e-05,0,39
5,B0505E,6,1,2.6541144072681427e-06,0,40
5,B0505E,6,2,1.7092946395909876e-06,0,41
5,B0505E,6,3,2.5291808238425063e-06,0,42
5,B0505E,7,1,5.889962675510538e-06,0,43
5,B0505E,7,2,3.655538364763907e-06,0,44
5,B0505E,7,3,5.52822599214363e-06,0,45
5,B0505E,8,1,3.8082950559384058e-06,0,46
5,B0505E,8,2,5.695074486591774e-06,0,47
5,B0505E,8,3,6.54706879460012e-06,0,48
5,B0505E,9,1,5.645924698423565e-06,0,49
5,B0505E,9,2,5.2586192988484435e-06,0,50
5,B0505E,9,3,3.975212658248e-06,0,51
5,B0505E,10,1,3.260380264793114e-06,0,52
5,B0505E,10,2,3.551362993533709e-06,0,53
5,B0505E,10,3,1.9358583982851596e-06,0,54
5,B0505E,11,1,4.136220690627214e-06,0,55
5,B0505E,11,2,1.180308229018905e-05,0,56
5,B0505E,11,3,1.4830954039695703e-05,0,57
5,B0505E,12,1,4.8819460420601204e-06,0,58
5,B0505E,12,2,3.5399837354809715e-06,0,59
5,B0505E,12,3,3.062513427788582e-06,0,60
5,B0505E,13,1,4.737449273337746e-06,0,61
5,B0505E,13,2,4.076218332830478e-06,0,62
