trial,true_label,pred_label,theta_alpha
1,0,0,0.4179825735419088
2,2,2,0.3198609810666916
3,3,3,0.4332965388567217
4,1,1,0.1204165505506752
5,0,0,0.4507410924063495
6,2,2,0.4986363263589973
7,1,1,0.6739470331811821
8,3,3,0.1175718481681835
9,0,0,0.4189879326807021
10,2,2,0.3090505688113257
11,3,3,0.3463430632763781
12,1,1,0.6829225878322156
13,3,3,0.1933854602730865
14,1,1,0.2009423641622572
15,0,0,0.1876016519723687
16,2,2,0.3704053361155673
17,0,0,0.4874429584279776
18,1,1,0.129212232698467
19,2,2,0.2128330369321054
20,3,3,0.4375396592771515
21,2,2,0.0739598682031297
22,0,0,0.4022426498488619
23,1,1,1.3565210126713427
24,3,3,0.3121641565504413
25,3,2,0.1001587237975346
26,0,0,0.1407287567547083
27,1,1,0.3137612803452803
28,2,2,0.3436045916129719
29,3,3,0.1524224729406163
30,1,1,0.1617366946809665
31,0,0,0.2722718068285466
32,2,2,0.1299741325847774
33,0,0,0.1780816880432211
34,2,2,0.2092948902180676
35,1,1,0.2074902635600693
36,3,3,0.0953984476972169
37,3,3,0.1750677551934812
38,0,0,0.3132816506217645
39,2,2,0.3522311824290269
40,1,1,0.8280542773006012
41,2,2,0.1654112305074045
42,0,0,0.0965163671661667
43,1,1,0.2416611421917195
44,3,3,0.3005497017005465
45,1,1,0.1774384103148676
46,0,0,0.1331436234792439
47,2,2,0.4200863084223629
48,3,3,0.1911271671690443
49,0,0,0.199087553550589
50,3,3,0.178833015167709
51,2,2,0.1492175412330275
52,1,1,0.3251142921272464
53,3,3,0.3582485263413078
54,1,1,0.5091993020121464
55,0,0,0.1305477290424095
56,2,2,0.2598683884947395
57,2,2,0.1327865993642819
58,3,3,0.2824056208944436
59,1,1,0.312537301386136
60,0,0,0.3475897449891415
61,1,1,0.1759714337218468
62,3,3,0.8793198627979072
63,2,2,0.2376194188692731
64,0,0,0.0830196657411128
65,0,0,0.1296995087461979
66,1,1,0.2606160872654152
67,2,2,0.6167424137555412
68,3,3,0.1510281272857804
69,0,0,1.6593652610567793
70,1,1,0.6423329138655862
71,3,3,0.1069927267000922
72,2,2,0.1297179029391854
73,0,0,0.3416427686678941
74,2,2,0.1329951921966107
75,1,1,0.2499463740016779
76,3,3,0.2064864908255596
77,3,3,1.1388332884504817
78,1,1,0.2320995799814728
79,0,0,0.6217891370766104
80,2,2,0.1143153001992363
81,2,2,0.7443116182421308
82,0,0,1.4314551772062432
83,3,3,0.3149422639216368
84,1,1,0.3125706406732795
85,0,0,0.1145049545261112
86,3,3,0.0941378556337039
87,1,1,0.5625313354868542
88,2,2,0.7263904211256372
89,0,0,0.1491193288741798
90,2,2,0.2874427160624334
91,3,3,0.2082551286187632
92,1,1,0.1675894565606629
93,1,1,0.2615646436991304
94,0,0,0.1523551230999617
95,2,2,0.2867426517273176
96,3,3,0.5210018608326836
97,1,1,0.299114344474469
98,3,3,0.0596055061167636
99,0,0,0.094345974771078
100,2,2,0.132007853847388
101,1,1,0.0942748532180344
102,2,2,0.0957326464607637
103,3,3,0.0517809871986595
104,0,0,0.134080688294121
105,3,3,0.1165079724014823
106,0,0,0.2018230657525125
107,2,2,0.6449531871834528
108,1,1,0.2694734909977055
109,3,2,0.3087290355991473
110,2,2,0.3884165235738933
111,0,0,0.1436957730468493
112,1,1,0.603438355463185
113,3,3,1.1070451344423613
114,2,2,0.1904342969098004
115,1,1,0.5235765450688751
116,0,0,0.1861746365103676
117,0,0,0.1165406523362898
118,1,1,0.0454597667815131
119,3,3,0.1062396846266955
120,2,2,0.1251316958023762
121,0,0,0.0824274964452555
122,1,1,0.4090338225643981
123,3,3,0.3558330699829788
124,2,2,0.168235241632743
125,3,3,0.3073957758997976
126,1,1,0.7886442876076238
127,0,0,0.1729201001010512
128,2,2,0.6062157886823196
129,2,2,0.1218049088170639
130,3,3,0.1418698691241531
131,1,1,0.0941268394032915
132,0,0,0.6632972817891066
133,2,2,0.4951537175932605
134,0,0,0.4153163303691403
135,3,3,0.5502965405665997
136,1,1,0.6698232102189152
137,0,0,0.1178090733076259
138,1,1,0.3514656173390132
139,3,3,0.0818487080647569
140,2,2,0.1799243445431924
141,3,3,0.0684998186899243
142,2,2,0.2789377817282935
143,1,1,0.5371320546468304
144,0,0,0.1941979265996893
145,2,2,0.1232743530612623
146,0,0,0.0853279773862061
147,1,1,0.2736386530965872
148,3,3,0.510563264458041
149,3,3,0.8222652854147071
150,2,2,0.0768069887569428
151,0,0,0.1508458877402698
152,1,1,0.5655114084305451
153,1,1,0.6671405010362695
154,3,3,0.2595084194569556
155,2,2,0.2002459303233592
156,0,0,0.1196683001263607
157,1,1,0.4786082459889076
158,3,3,0.331266048998636
159,0,0,0.3194831521896132
160,2,2,0.1711442792581501
