trial,true_label,pred_label
1,3,3
2,0,0
3,2,2
4,1,1
5,2,2
6,0,0
7,3,3
8,1,1
9,1,1
10,2,2
11,0,0
12,3,3
13,2,2
14,0,0
15,1,1
16,3,1
17,3,3
18,0,0
19,2,2
20,1,1
21,1,1
22,2,2
23,0,0
24,3,3
25,0,0
26,3,3
27,1,1
28,2,2
29,3,3
30,2,1
31,1,1
32,0,0
33,1,1
34,2,1
35,0,0
36,3,3
37,0,0
38,2,2
39,1,1
40,3,3
41,0,0
42,1,1
43,2,2
44,3,3
45,0,0
46,2,2
47,3,3
48,1,1
49,0,0
50,1,1
51,2,2
52,3,3
53,0,0
54,3,3
55,1,1
56,2,2
57,0,0
58,1,1
59,3,3
60,2,2
61,2,2
62,1,1
63,0,0
64,3,3
65,2,2
66,1,1
67,0,1
68,3,3
69,0,0
70,2,2
71,3,3
72,1,1
73,2,2
74,0,1
75,1,1
76,3,3
77,2,2
78,1,1
79,3,3
80,0,0
81,3,3
82,1,1
83,2,2
84,0,1
85,1,1
86,2,2
87,0,1
88,3,3
89,2,1
90,0,0
91,1,1
92,3,3
93,1,1
94,0,1
95,3,3
96,2,2
97,1,1
98,0,0
99,3,3
100,2,2
101,3,3
102,1,1
103,0,0
104,2,2
105,1,1
106,2,2
107,0,0
108,3,3
109,3,3
110,1,1
111,2,2
112,0,1
113,0,0
114,1,1
115,3,3
116,2,2
117,0,0
118,1,1
119,2,2
120,3,3
121,2,2
122,1,1
123,3,3
124,0,0
125,2,2
126,0,0
127,1,1
128,3,3
129,3,3
130,2,2
131,1,1
132,0,0
133,3,3
134,1,1
135,2,2
136,0,1
137,0,1
138,1,1
139,2,2
140,3,3
141,3,3
142,1,1
143,0,0
144,2,2
145,3,3
146,0,0
147,1,1
148,2,2
149,1,1
150,0,0
151,3,3
152,2,1
153,0,0
154,2,1
155,1,1
156,3,3
157,1,1
158,2,2
159,3,3
160,0,0
