trial,label,theta_alpha,channel_idx
1,0,0.3268794363133148,11
2,1,1.04113683354734,11
3,1,0.6329176113157619,11
4,0,1.114084282845186,11
5,1,0.5981612062757161,11
6,0,0.9426146102473487,11
7,1,0.7092077657772313,11
8,2,0.8654788176799887,11
9,1,0.5692578574255183,11
10,3,2.0154707602295456,11
11,0,1.1674790558512609,11
12,2,1.8867389204187743,11
13,1,1.2343847637446694,11
14,0,0.4556154807526129,11
15,3,0.9811433575426444,11
16,3,0.5092714651741799,11
17,3,1.642961870039956,11
18,3,1.3562539179107225,11
19,3,1.0739828343250923,11
20,0,1.7916351134777995,11
21,2,0.9399317796593908,11
22,1,0.8488505938929048,11
23,0,0.4229941745669379,11
24,0,0.4236729425970033,11
25,2,0.9365038878896974,11
26,3,0.9284595264997559,11
27,0,0.7894649760418605,11
28,2,0.3214424308865773,11
29,2,0.8855977436225746,11
30,2,0.4057644962332529,11
31,0,0.41987997473172917,11
32,1,0.2984134636843004,11
33,0,1.1671313837562571,11
34,1,1.0468941857276604,11
35,1,0.28772287268384344,11
36,0,0.429835175687227,11
37,1,0.6270158025180717,11
38,2,0.6264750078063034,11
39,1,0.3700523423958342,11
40,2,0.48626009579471763,11
41,2,0.5771612070122287,11
42,3,0.4625239075807128,11
43,2,1.0949108260447364,11
44,2,0.5404770739805947,11
45,3,1.0166993456470483,11
46,3,0.6618789411320416,11
47,3,1.1010442511110596,11
48,3,2.6950034758565464,11
49,3,0.6606806866823742,11
50,2,1.6029933423829374,11
51,1,0.31025930333498114,11
52,0,0.5154008316323663,11
53,0,0.29328850093920494,11
54,1,0.3864834617158799,11
55,2,0.43612063507210924,11
56,3,0.6448057878757615,11
57,1,0.3344456411727076,11
58,2,0.4817974472472513,11
59,0,0.3338216821806304,11
60,0,0.2809144705162634,11
61,0,0.3944632074609729,11
62,3,0.17080958302611357,11
63,1,0.34423269519757727,11
64,1,1.767240573350717,11
65,0,0.8330813390262843,11
66,0,0.3787533752937469,11
67,2,1.5977008127969714,11
68,0,0.24955364572898278,11
69,1,0.8394331745863916,11
70,3,0.6396533236210502,11
71,3,0.9413735324807377,11
72,2,0.6124793238558094,11
73,0,0.7367129535698738,11
74,3,0.33366282305323,11
75,3,0.9342703538731136,11
76,1,0.7588203351131019,11
77,3,0.5345112401432053,11
78,3,0.9560947311688134,11
79,1,0.9733200019512517,11
80,0,1.1347689619914338,11
81,1,1.7649692639312577,11
82,2,0.5398615525263062,11
83,2,0.6600305576906265,11
84,2,0.8339130405559694,11
85,3,0.5056535218040565,11
86,2,0.6686730288091187,11
87,0,1.094654827701062,11
88,3,0.7986287873698705,11
89,1,0.27533708503584536,11
90,2,0.831027967254269,11
91,1,0.87000106842565,11
92,2,1.1135405664765419,11
93,3,2.174957840186024,11
94,1,0.9060501262007,11
95,2,0.5399631989568883,11
96,0,1.0273575072853751,11
97,0,0.3471454895858405,11
98,0,0.48152136073958235,11
99,3,0.4594312176338964,11
100,1,0.3091315979427001,11
101,0,0.3465569664313998,11
102,2,0.34386730935151183,11
103,0,0.8168643918877273,11
104,2,0.40876739108638543,11
105,1,0.49197810623455435,11
106,3,0.620287512948295,11
107,0,0.4810628621604507,11
108,2,0.2651712786650664,11
109,2,0.18692072313483396,11
110,0,0.4957556637305853,11
111,2,0.3882723398279604,11
112,1,0.7089310200355275,11
113,3,0.6743337273840877,11
114,3,0.8456905736541858,11
115,3,0.8450735897181771,11
116,2,0.29187439640507945,11
117,0,0.4370531492579089,11
118,3,0.7196909431561087,11
119,1,0.5119559207703274,11
120,3,0.4852090922382292,11
121,1,0.5120255852263781,11
122,0,0.21861473952509877,11
123,2,0.541920155818893,11
124,1,0.284729310309594,11
125,0,1.105977685177879,11
126,2,0.42943349347441145,11
127,2,0.8409885142575436,11
128,0,1.2304009622215608,11
129,2,0.34677390143172343,11
130,3,1.3066102112780118,11
131,3,0.6799074051716757,11
132,1,0.7814144808965884,11
133,0,0.3967103234933596,11
134,1,0.9729928950890062,11
135,3,0.40761970695826855,11
136,1,0.45804815118481207,11
137,3,0.8120006912381137,11
138,2,0.33722973927218447,11
139,1,1.2124839405200611,11
140,1,0.6176259918108621,11
141,1,0.4176908289619638,11
142,2,1.0192583964764983,11
143,3,0.31631349225733485,11
144,0,0.563863025863096,11
145,1,0.9962417744757514,11
146,3,0.4735509861140026,11
147,0,0.4311271437354103,11
148,2,0.5606169814545001,11
149,2,0.8495693386093816,11
150,3,0.6147366810598456,11
151,0,0.48167201121309605,11
152,0,0.28892447014562905,11
153,2,0.33461516587053936,11
154,1,0.5381470612732394,11
155,3,0.29691081320660734,11
156,3,0.8806373082339319,11
157,3,0.9209346433573463,11
158,1,1.0899561375993878,11
159,0,0.39914609867259143,11
160,2,0.2863047673606415,11
161,1,0.8386427275309741,11
162,3,0.6918650233908168,11
163,0,0.6148082197171371,11
164,3,0.24272696511322153,11
165,2,0.3045698433886095,11
166,1,0.47545906981268843,11
167,3,0.36749523335215156,11
168,3,0.36873324890915726,11
169,0,0.19228203340637998,11
170,1,0.908141775494245,11
171,1,0.43462237378735513,11
172,2,0.4010958647477967,11
173,3,1.0144644282571103,11
174,1,1.357597909439506,11
175,0,0.5483348113393557,11
176,0,0.3407680672432028,11
177,3,0.470478580611279,11
178,1,0.5983154784700339,11
179,0,0.6564914789214108,11
180,2,0.48843633964287253,11
181,1,1.0388950620457633,11
182,1,0.6649992024259567,11
183,2,0.7320117528107981,11
184,0,0.5632828023987426,11
185,3,0.7128521865838199,11
186,2,0.6199144390562952,11
187,2,1.0005156780394011,11
188,2,0.8445559582248298,11
189,2,0.5066489694273921,11
190,0,0.5219178250201676,11
191,1,0.46729879019953563,11
192,0,0.48902479707827345,11
193,1,0.3661755673310793,11
194,0,0.13632309418489252,11
195,0,0.23930568316517775,11
196,2,0.6746151309586697,11
197,2,0.5210760215277771,11
198,1,0.8035134152132303,11
199,2,0.592102638521387,11
200,3,0.5461341544203107,11
201,0,0.5279435625018932,11
202,3,0.9816469790207065,11
203,0,0.29136970697439546,11
204,0,0.2170367436816549,11
205,1,0.44153402585056584,11
206,3,1.2412630742049027,11
207,2,0.24466411354380557,11
208,1,0.358867058902156,11
209,3,0.6516853971381559,11
210,2,0.41696088036293827,11
211,3,0.6738931445475471,11
212,2,0.5650474850417166,11
213,3,0.5491218369977029,11
214,1,0.36059014718401705,11
215,1,0.4949805740967921,11
216,3,0.8616930136556685,11
217,0,0.3633298498996009,11
218,1,1.2717180095720064,11
219,1,1.0067179526750165,11
220,1,0.2636431585454303,11
221,2,0.5432782352700939,11
222,3,0.41826508816204316,11
223,0,0.3485217569682475,11
224,3,0.3717865879569312,11
225,0,0.6036614888347623,11
226,2,0.28727961265733104,11
227,0,0.28901006334987,11
228,3,1.2171492076990136,11
229,0,0.303970818327139,11
230,2,0.6374724902445801,11
231,0,0.7540073504740565,11
232,1,0.4165399513406516,11
233,2,1.0689763533693146,11
234,2,0.4545166148352641,11
235,3,0.8612015124335592,11
236,0,0.48459523615193334,11
237,1,0.572253607401467,11
238,3,0.3149287646175554,11
239,1,0.3940442044741222,11
240,2,0.44973501224358065,11
241,2,0.24749198903769404,11
242,0,0.8193988927769501,11
243,3,0.47893505907240114,11
244,1,0.5375660273352926,11
245,3,0.955279184772447,11
246,0,0.4175576508448665,11
247,0,0.6569609110031203,11
248,2,1.3171688342345236,11
249,2,0.8030269523982574,11
250,1,0.7781284762555951,11
251,3,0.8272582038528324,11
252,1,0.542674759060991,11
253,1,0.5219655591052108,11
254,0,0.3633285567077998,11
255,1,0.3346004450620373,11
256,3,0.39119331544418257,11
257,3,0.41333894977699204,11
258,1,0.4876452684133759,11
259,1,0.45668006025175706,11
260,1,0.7438921334190162,11
261,1,0.4175400895616387,11
262,3,0.5121835392764766,11
263,3,0.5671275757108107,11
264,2,1.9396956862093258,11
265,3,0.7111842167643164,11
266,0,1.0016801035592624,11
267,1,0.7324987265957692,11
268,2,0.7386136127990587,11
269,1,0.39986157448369547,11
270,0,0.43542472530975795,11
271,3,0.6580237297403698,11
272,0,0.4087318495754167,11
273,3,0.4122076327179593,11
274,0,0.8281642690878853,11
275,0,0.9765889443691436,11
276,0,0.5734100234310485,11
277,0,0.969732608059901,11
278,2,0.3483608545552233,11
279,2,0.2579108537229659,11
280,3,0.22039626479464478,11
281,1,1.9477679281172722,11
282,2,0.6681485529734454,11
283,2,0.37874239482515554,11
284,2,0.4336977107629564,11
285,3,0.2558915527788952,11
286,2,0.26062191923176875,11
287,0,0.655715852206131,11
288,2,0.47525342984474106,11
