trial,true_label,pred_label,label,theta_alpha,channel_idx
1,0,0,0,0.3268794363133148,11
2,1,1,1,1.04113683354734,11
3,1,1,1,0.6329176113157619,11
4,0,0,0,1.114084282845186,11
5,1,1,1,0.5981612062757161,11
6,0,0,0,0.9426146102473488,11
7,1,1,1,0.7092077657772313,11
8,2,2,2,0.8654788176799887,11
9,1,1,1,0.5692578574255183,11
10,3,3,3,2.0154707602295456,11
11,0,0,0,1.1674790558512609,11
12,2,2,2,1.8867389204187743,11
13,1,1,1,1.2343847637446694,11
14,0,0,0,0.4556154807526129,11
15,3,3,3,0.9811433575426444,11
16,3,3,3,0.5092714651741799,11
17,3,3,3,1.642961870039956,11
18,3,3,3,1.3562539179107225,11
19,3,3,3,1.0739828343250923,11
20,0,0,0,1.7916351134777997,11
21,2,2,2,0.9399317796593908,11
22,1,1,1,0.8488505938929048,11
23,0,0,0,0.4229941745669379,11
24,0,0,0,0.4236729425970033,11
25,2,2,2,0.9365038878896974,11
26,3,3,3,0.928459526499756,11
27,0,3,0,0.7894649760418605,11
28,2,2,2,0.3214424308865773,11
29,2,2,2,0.8855977436225746,11
30,2,2,2,0.4057644962332529,11
31,0,0,0,0.4198799747317291,11
32,1,1,1,0.2984134636843004,11
33,0,3,0,1.1671313837562571,11
34,1,1,1,1.0468941857276604,11
35,1,1,1,0.2877228726838434,11
36,0,0,0,0.429835175687227,11
37,1,3,1,0.6270158025180717,11
38,2,2,2,0.6264750078063034,11
39,1,1,1,0.3700523423958342,11
40,2,2,2,0.4862600957947176,11
41,2,2,2,0.5771612070122287,11
42,3,3,3,0.4625239075807128,11
43,2,2,2,1.0949108260447364,11
44,2,2,2,0.5404770739805947,11
45,3,3,3,1.0166993456470483,11
46,3,3,3,0.6618789411320416,11
47,3,0,3,1.1010442511110596,11
48,3,3,3,2.6950034758565464,11
49,3,3,3,0.6606806866823742,11
50,2,3,2,1.6029933423829374,11
51,1,3,1,0.3102593033349811,11
52,0,0,0,0.5154008316323663,11
53,0,0,0,0.2932885009392049,11
54,1,1,1,0.3864834617158799,11
55,2,3,2,0.4361206350721092,11
56,3,3,3,0.6448057878757615,11
57,1,1,1,0.3344456411727076,11
58,2,3,2,0.4817974472472513,11
59,0,0,0,0.3338216821806304,11
60,0,0,0,0.2809144705162634,11
61,0,0,0,0.3944632074609729,11
62,3,3,3,0.1708095830261135,11
63,1,3,1,0.3442326951975772,11
64,1,1,1,1.767240573350717,11
65,0,0,0,0.8330813390262843,11
66,0,0,0,0.3787533752937469,11
67,2,3,2,1.5977008127969714,11
68,0,0,0,0.2495536457289827,11
69,1,1,1,0.8394331745863916,11
70,3,3,3,0.6396533236210502,11
71,3,3,3,0.9413735324807376,11
72,2,2,2,0.6124793238558094,11
73,0,0,0,0.7367129535698738,11
74,3,3,3,0.33366282305323,11
75,3,3,3,0.9342703538731136,11
76,1,1,1,0.7588203351131019,11
77,3,3,3,0.5345112401432053,11
78,3,3,3,0.9560947311688134,11
79,1,1,1,0.9733200019512516,11
80,0,0,0,1.1347689619914338,11
81,1,1,1,1.7649692639312575,11
82,2,2,2,0.5398615525263062,11
83,2,2,2,0.6600305576906265,11
84,2,2,2,0.8339130405559694,11
85,3,3,3,0.5056535218040565,11
86,2,2,2,0.6686730288091187,11
87,0,0,0,1.094654827701062,11
88,3,3,3,0.7986287873698705,11
89,1,1,1,0.2753370850358453,11
90,2,2,2,0.831027967254269,11
91,1,3,1,0.87000106842565,11
92,2,2,2,1.113540566476542,11
93,3,3,3,2.174957840186024,11
94,1,1,1,0.9060501262007,11
95,2,2,2,0.5399631989568883,11
96,0,0,0,1.0273575072853751,11
97,0,3,0,0.3471454895858405,11
98,0,0,0,0.4815213607395823,11
99,3,3,3,0.4594312176338964,11
100,1,3,1,0.3091315979427001,11
101,0,0,0,0.3465569664313998,11
102,2,3,2,0.3438673093515118,11
103,0,0,0,0.8168643918877273,11
104,2,3,2,0.4087673910863854,11
105,1,1,1,0.4919781062345543,11
106,3,3,3,0.620287512948295,11
107,0,3,0,0.4810628621604507,11
108,2,3,2,0.2651712786650664,11
109,2,3,2,0.1869207231348339,11
110,0,0,0,0.4957556637305853,11
111,2,3,2,0.3882723398279604,11
112,1,3,1,0.7089310200355275,11
113,3,2,3,0.6743337273840877,11
114,3,3,3,0.8456905736541858,11
115,3,3,3,0.8450735897181771,11
116,2,3,2,0.2918743964050794,11
117,0,0,0,0.4370531492579089,11
118,3,3,3,0.7196909431561087,11
119,1,1,1,0.5119559207703274,11
120,3,3,3,0.4852090922382292,11
121,1,1,1,0.5120255852263781,11
122,0,0,0,0.2186147395250987,11
123,2,2,2,0.541920155818893,11
124,1,1,1,0.284729310309594,11
125,0,0,0,1.105977685177879,11
126,2,2,2,0.4294334934744114,11
127,2,3,2,0.8409885142575436,11
128,0,0,0,1.2304009622215608,11
129,2,2,2,0.3467739014317234,11
130,3,3,3,1.3066102112780118,11
131,3,3,3,0.6799074051716757,11
132,1,1,1,0.7814144808965884,11
133,0,3,0,0.3967103234933596,11
134,1,1,1,0.9729928950890062,11
135,3,2,3,0.4076197069582685,11
136,1,1,1,0.458048151184812,11
137,3,2,3,0.8120006912381137,11
138,2,2,2,0.3372297392721844,11
139,1,1,1,1.2124839405200611,11
140,1,1,1,0.6176259918108621,11
141,1,3,1,0.4176908289619638,11
142,2,3,2,1.0192583964764983,11
143,3,3,3,0.3163134922573348,11
144,0,2,0,0.563863025863096,11
145,1,2,1,0.9962417744757514,11
146,3,3,3,0.4735509861140026,11
147,0,0,0,0.4311271437354103,11
148,2,2,2,0.5606169814545001,11
149,2,2,2,0.8495693386093816,11
150,3,2,3,0.6147366810598456,11
151,0,0,0,0.481672011213096,11
152,0,0,0,0.288924470145629,11
153,2,2,2,0.3346151658705393,11
154,1,2,1,0.5381470612732394,11
155,3,3,3,0.2969108132066073,11
156,3,3,3,0.8806373082339319,11
157,3,2,3,0.9209346433573464,11
158,1,2,1,1.0899561375993878,11
159,0,2,0,0.3991460986725914,11
160,2,2,2,0.2863047673606415,11
161,1,1,1,0.8386427275309741,11
162,3,3,3,0.6918650233908168,11
163,0,0,0,0.6148082197171371,11
164,3,3,3,0.2427269651132215,11
165,2,2,2,0.3045698433886095,11
