trial,label,theta_alpha,channel_idx
1,0,3.3613685957259682,11
2,1,0.9426527754153241,11
3,1,0.8312664491373262,11
4,0,0.9012170464827143,11
5,1,0.9592104827331254,11
6,0,1.7800330891960212,11
7,1,1.0702324899540883,11
8,2,0.5586943570864035,11
9,1,0.6853059103457163,11
10,3,0.698060268873854,11
11,0,0.7697641842253935,11
12,2,0.21778171347925349,11
13,1,0.6394841354096588,11
14,0,1.4310776121590125,11
15,3,0.1740779556883749,11
16,3,1.4717117185450963,11
17,3,0.4044143683348597,11
18,3,0.9173475547635929,11
19,3,0.3010822377596352,11
20,0,1.3761073639904404,11
21,2,0.47481583453645304,11
22,1,0.5707921839565768,11
23,0,1.1934600334711938,11
24,0,0.35528882792766203,11
25,2,0.5064505391532816,11
26,3,0.36378575295831556,11
27,0,0.21522635261632947,11
28,2,0.530016500692593,11
29,2,1.1238233090700873,11
30,2,0.483412210876998,11
31,0,0.6845988208912899,11
32,1,0.8277278182977484,11
33,0,0.6281667154063908,11
34,1,0.44628161067442323,11
35,1,0.5205320466842904,11
36,0,0.4018242908606892,11
37,1,0.7095991909546927,11
38,2,1.6566956749999384,11
39,1,0.2969034084275249,11
40,2,0.3307539057077405,11
41,2,0.9116103318057439,11
42,3,0.44877882179985884,11
43,2,0.8158763601285345,11
44,2,0.5337835217753456,11
45,3,0.3776164615751813,11
46,3,0.8175591656560143,11
47,3,0.21903273992336086,11
48,3,0.6796731644379904,11
49,3,1.0379295359550402,11
50,2,0.9643898389388094,11
51,1,0.5928577940150471,11
52,0,0.9934373815219942,11
53,0,1.4476210561625142,11
54,1,0.6632762988051795,11
55,2,0.2703570973410341,11
56,3,0.20931504310844484,11
57,1,0.7639009151883601,11
58,2,0.349862872477884,11
59,0,0.9818395837280407,11
60,0,0.7491895464342886,11
61,0,1.2973902545940736,11
62,3,0.3976547487895812,11
63,1,1.8009542827345313,11
64,1,0.7095503668408678,11
65,0,0.4278775074516015,11
66,0,1.2072627885633012,11
67,2,0.40592794502832186,11
68,0,0.4731950066782277,11
69,1,0.39833108568389186,11
70,3,0.4121985109351878,11
71,3,0.5241546504393486,11
72,2,0.2524008025792964,11
73,0,1.01815808879693,11
74,3,0.2027232287254531,11
75,3,1.180169693423772,11
76,1,0.45199645472590183,11
77,3,0.6980078738631441,11
78,3,0.18413211706804786,11
79,1,0.4186537634494337,11
80,0,0.7214366511449737,11
81,1,0.2807453570619716,11
82,2,0.19089556798163715,11
83,2,0.44268745792039743,11
84,2,0.5455630270536166,11
85,3,0.9978466522534412,11
86,2,0.42610099112821115,11
87,0,0.6830580747793055,11
88,3,0.36506589413250584,11
89,1,0.46049770311902877,11
90,2,0.2099948820587376,11
91,1,0.3467270564229184,11
92,2,0.8094338528304802,11
93,3,0.7493015766725445,11
94,1,0.25201558555744574,11
95,2,1.238076878532549,11
96,0,1.2799230556081018,11
97,0,1.1085816702949913,11
98,0,1.6774008211968543,11
99,3,0.6242225276863894,11
100,1,0.5200258171777632,11
101,0,1.8898625363007828,11
102,2,0.7165978905631577,11
103,0,1.7374066133959212,11
104,2,0.6029319975706111,11
105,1,0.8244147919710862,11
106,3,0.3435324530446322,11
107,0,0.7098821516211787,11
108,2,0.4911906287094107,11
109,2,0.3265882140415843,11
110,0,0.969589021956028,11
111,2,0.8327494766246303,11
112,1,0.5256116086133675,11
113,3,0.5321147956892565,11
114,3,0.25436236783187766,11
115,3,0.255844440286842,11
116,2,0.1741111050565349,11
117,0,0.7412409990279022,11
118,3,0.4790376137955879,11
119,1,0.5015359861939677,11
120,3,0.4910790158526825,11
121,1,0.769191937880104,11
122,0,0.9322670671288327,11
123,2,0.4745519386024694,11
124,1,1.1382631353471115,11
125,0,0.6039427502252221,11
126,2,0.8217295123274327,11
127,2,0.33712012317630075,11
128,0,0.60259334672265,11
129,2,0.6622088696544716,11
130,3,0.8464575358004527,11
131,3,0.39819319324578445,11
132,1,0.7770831746871375,11
133,0,0.40866111809357664,11
134,1,0.20195969080843384,11
135,3,0.09680978202128751,11
136,1,0.3237497374198872,11
137,3,0.6234951252362663,11
138,2,0.24653445013997033,11
139,1,0.6782572722339613,11
140,1,0.6472824684785131,11
141,1,0.20810515959907805,11
142,2,0.5653232472266223,11
143,3,0.2798852659888054,11
144,0,0.308145851251231,11
145,1,0.5868370927041386,11
146,3,0.8069332747223709,11
147,0,0.4527223537879485,11
148,2,0.8597003776580416,11
149,2,0.6516731600957779,11
150,3,0.8663777449706767,11
151,0,0.5540118042488551,11
152,0,0.8444558799000305,11
153,2,0.3881837767782658,11
154,1,0.31557139072479057,11
155,3,0.5394002277953569,11
156,3,0.4365366879856201,11
157,3,0.19479698561481212,11
158,1,0.6310346067550516,11
159,0,0.5240757573112877,11
160,2,0.19826725587966296,11
161,1,1.0132320391478429,11
162,3,0.2612275574725098,11
163,0,0.633566165705337,11
164,3,0.20904986298972641,11
165,2,0.2796672060625334,11
166,1,0.4750564900782506,11
167,3,0.42631914740415466,11
168,3,0.3817389115981127,11
169,0,0.8312488600878654,11
170,1,0.3797507241489958,11
171,1,0.2173035785351589,11
172,2,0.6697530032709801,11
173,3,0.2428088377152349,11
174,1,0.1331294158399109,11
175,0,0.5127602966101111,11
176,0,0.8523634969780111,11
177,3,0.4431930511279373,11
178,1,0.1093336103893944,11
179,0,1.3732712886477396,11
180,2,0.7157960397155171,11
181,1,0.5095987659019112,11
182,1,0.6920402733918276,11
183,2,0.35882590728849706,11
184,0,0.4476369477048728,11
185,3,0.2696854018752201,11
186,2,0.5978862937587941,11
187,2,0.3158918456820133,11
188,2,0.45876124365397236,11
189,2,0.447955441039621,11
190,0,0.28697426816763555,11
191,1,0.6622009759510317,11
192,0,0.6951916158750636,11
193,1,0.5334361758886412,11
194,0,0.6364472255201076,11
195,0,0.8934752614265277,11
196,2,0.49835428343802746,11
197,2,0.8695974075921369,11
198,1,0.5425508872139935,11
199,2,0.3636976540828305,11
200,3,0.20278193084495588,11
201,0,0.3615193550856545,11
202,3,0.5752947640389923,11
203,0,0.48357890711937745,11
204,0,0.6330957289512966,11
205,1,0.5251812352800241,11
206,3,0.4978506278603454,11
207,2,0.5337066145737521,11
208,1,0.4186631991718711,11
209,3,0.285728150838049,11
210,2,0.2534672420128118,11
211,3,0.46736130997225067,11
212,2,0.28402480806066566,11
213,3,0.19855883553985723,11
214,1,0.22302049587044176,11
215,1,0.3759110488495656,11
216,3,0.36973285731429967,11
217,0,0.4515554973292239,11
218,1,0.14905733725376852,11
219,1,0.2708915397330765,11
220,1,0.12104581679573823,11
221,2,0.4164244115941935,11
222,3,0.48922338468256654,11
223,0,0.48818885570542253,11
224,3,0.2958524344625295,11
225,0,0.39392310008551723,11
226,2,0.36865529619572207,11
227,0,0.4595744677356921,11
228,3,0.380351873460811,11
229,0,0.2827960432984069,11
230,2,0.36247930607538176,11
231,0,0.40904906028000165,11
232,1,0.18117455219037049,11
233,2,0.2785722080211932,11
234,2,0.16358256788840955,11
235,3,0.4757823567836048,11
236,0,0.839203385560873,11
237,1,0.3563536053719129,11
238,3,0.1946200052093506,11
239,1,0.6040795695370921,11
240,2,0.6169850292494035,11
241,2,0.3012254427326249,11
242,0,0.9672878514629865,11
243,3,0.6015137259102167,11
244,1,1.1486058324281883,11
245,3,0.17230195238018794,11
246,0,1.1911982756757922,11
247,0,0.819926736632924,11
248,2,0.3517665227725963,11
249,2,0.48989621382706333,11
250,1,1.6716845521045816,11
251,3,0.14976942332848034,11
252,1,0.13128980109123528,11
253,1,0.22920990214873088,11
254,0,0.7661257125931761,11
255,1,0.23418137470907308,11
256,3,0.21395098853172007,11
257,3,0.4206470733161185,11
258,1,0.43704117477476784,11
259,1,1.0409504958613394,11
260,1,0.4462074161530002,11
261,1,0.5738012173207984,11
262,3,0.28815525245040763,11
263,3,0.3638123390433475,11
264,2,0.8370704787919837,11
265,3,0.7240768002067807,11
266,0,1.0642549554178147,11
267,1,0.3489573978238999,11
268,2,0.21502535361500374,11
269,1,0.3077733958080855,11
270,0,0.3472174669544614,11
271,3,0.6702144607011452,11
272,0,0.659080847539023,11
273,3,0.8387612553115822,11
274,0,0.38175016792387056,11
275,0,0.6388283966685846,11
276,0,0.5910288134609961,11
277,0,0.8837816031431234,11
278,2,0.5506035982356724,11
279,2,0.24771173277070685,11
280,3,0.1651479078658319,11
281,1,0.4166089300961102,11
282,2,0.38703850158964276,11
283,2,0.5313980890403444,11
284,2,0.44833447321443776,11
285,3,0.6432838497752537,11
286,2,0.4137038085548977,11
287,0,0.3758658548943085,11
288,2,0.3904926454424056,11
