trial,true_label,pred_label
1,0,0
2,1,1
3,2,2
4,3,3
5,0,0
6,1,1
7,3,3
8,2,2
9,0,0
10,3,3
11,1,1
12,2,2
13,3,3
14,2,2
15,0,0
16,1,1
17,0,0
18,2,2
19,3,3
20,1,1
21,1,1
22,2,2
23,3,3
24,0,0
25,2,2
26,0,0
27,1,1
28,3,3
29,3,3
30,1,1
31,0,0
32,2,2
33,3,3
34,1,1
35,0,0
36,2,2
37,1,1
38,3,3
39,0,0
40,2,2
41,2,2
42,0,0
43,1,1
44,3,3
45,1,1
46,3,3
47,0,0
48,2,2
49,3,3
50,1,1
51,2,2
52,0,0
53,2,2
54,3,3
55,0,0
56,1,1
57,1,1
58,3,3
59,0,0
60,2,2
61,1,2
62,2,2
63,3,3
64,0,0
65,2,2
66,0,0
67,1,1
68,3,3
69,2,2
70,1,1
71,3,3
72,0,0
73,1,1
74,0,0
75,2,2
76,3,3
77,2,2
78,3,3
79,0,0
80,1,1
81,3,3
82,2,2
83,1,1
84,0,0
85,1,1
86,2,2
87,3,3
88,0,0
89,1,1
90,2,2
91,3,3
92,0,0
93,3,3
94,0,0
95,2,2
96,1,1
97,1,1
98,3,3
99,2,2
100,0,0
101,1,1
102,0,0
103,2,2
104,3,3
105,0,0
106,3,3
107,1,1
108,2,2
109,1,1
110,0,0
111,3,3
112,2,2
113,1,1
114,0,0
115,3,3
116,2,2
117,2,2
118,1,1
119,0,0
120,3,3
121,3,3
122,0,0
123,2,2
124,1,1
125,2,2
126,3,3
127,1,1
128,0,0
129,1,1
130,3,3
131,2,2
132,0,0
133,1,1
134,3,3
135,2,2
136,0,0
137,2,2
138,0,0
139,3,3
140,1,1
141,1,1
142,2,2
143,0,0
144,3,3
145,3,3
146,1,1
147,0,0
148,2,2
149,1,1
150,2,2
151,3,3
152,0,0
153,1,1
154,3,3
155,2,2
156,0,0
157,0,0
158,2,2
159,3,3
160,1,1
