trial,true_label,pred_label
1,2,2
2,0,0
3,1,1
4,3,3
5,3,3
6,2,2
7,0,0
8,1,1
9,2,2
10,0,0
11,3,3
12,1,1
13,1,1
14,3,3
15,2,2
16,0,0
17,1,1
18,3,3
19,2,2
20,0,0
21,3,3
22,2,2
23,0,0
24,1,1
25,2,2
26,1,1
27,0,0
28,3,3
29,3,3
30,2,2
31,1,1
32,0,0
33,0,0
34,3,3
35,2,2
36,1,1
37,3,3
38,0,0
39,1,1
40,2,2
41,1,1
42,0,0
43,3,3
44,2,2
45,0,0
46,1,1
47,3,3
48,2,2
49,0,0
50,1,1
51,3,3
52,2,2
53,0,0
54,3,3
55,1,1
56,2,2
57,1,1
58,2,2
59,3,3
60,0,0
61,0,0
62,2,2
63,3,3
64,1,1
65,3,3
66,1,1
67,0,0
68,2,2
69,0,0
70,3,3
71,2,2
72,1,1
73,1,1
74,0,0
75,2,2
76,3,3
77,0,0
78,3,3
79,2,2
80,1,1
81,0,0
82,1,1
83,2,2
84,3,3
85,2,2
86,1,1
87,0,0
88,3,3
89,0,0
90,3,2
91,2,2
92,1,1
93,2,2
94,0,0
95,3,3
96,1,1
97,0,0
98,1,1
99,2,2
100,3,3
101,3,3
102,2,2
103,1,1
104,0,0
105,3,3
106,0,0
107,2,2
108,1,1
109,0,0
110,2,2
111,3,3
112,1,1
113,3,2
114,2,2
115,1,1
116,0,0
117,0,0
118,1,1
119,2,2
120,3,3
121,2,2
122,0,0
123,1,1
124,3,3
125,2,2
126,0,0
127,1,1
128,3,3
129,3,3
130,2,2
131,1,1
132,0,0
133,0,0
134,2,2
135,3,3
136,1,1
137,2,2
138,3,3
139,1,1
140,0,0
141,3,3
142,0,0
143,1,1
144,2,2
145,2,2
146,1,1
147,3,3
148,0,0
149,2,2
150,1,1
151,0,0
152,3,3
153,2,2
154,1,1
155,3,3
156,0,0
157,2,2
158,1,1
159,3,3
160,0,0
