trial,true_label_x,pred_label,win_global,theta_alpha,true_label_y
1,1,1,1,2.357495843425125e-06,1
2,1,1,2,2.412725944304282e-06,1
3,1,1,3,1.270825661246597e-06,1
4,0,0,4,6.450543373585415e-06,0
5,0,0,5,5.781551759531535e-06,0
6,0,0,6,3.6444121071900185e-06,0
7,0,0,7,2.40511124268241e-06,0
8,0,0,8,1.6790425699476106e-06,0
9,0,0,9,1.50595157101089e-06,0
10,0,0,10,1.9547764573623475e-06,0
11,0,0,11,1.936467322956393e-06,0
12,0,0,12,1.6147559403265651e-06,0
13,0,0,13,1.9469724209500835e-06,0
14,0,0,14,3.3348238879414756e-06,0
15,0,0,15,2.3817726576145665e-06,0
16,0,0,16,2.5674622254556072e-06,0
17,0,0,17,2.254016094882739e-06,0
18,0,0,18,2.19609476746031e-06,0
19,0,0,19,2.184657603967764e-06,0
20,0,0,20,2.4688319116335063e-06,0
21,0,0,21,2.3613451115645182e-06,0
22,0,0,22,2.9280402971713464e-06,0
23,0,0,23,3.1477966873690443e-06,0
24,0,0,24,2.0193903531206447e-06,0
25,0,0,25,2.1225070421357213e-06,0
26,0,0,26,2.2031817745803955e-06,0
27,0,0,27,2.082440050990412e-06,0
28,0,0,28,1.3609639256607557e-06,0
29,0,0,29,1.4712186645341597e-06,0
30,0,0,30,1.497538712540958e-06,0
31,0,0,31,1.465556192092391e-06,0
32,0,0,32,6.162387388054313e-07,0
33,0,0,33,1.2570199033586724e-06,0
34,0,0,34,5.563948427403835e-06,0
35,0,0,35,3.620097473060099e-06,0
36,0,0,36,2.6119393532116852e-06,0
37,0,0,37,7.844353720057345e-07,0
38,0,0,38,1.2243856272731346e-06,0
39,0,0,39,1.3269830126005198e-06,0
40,0,0,40,1.0901424497637405e-06,0
41,0,0,41,8.513046359516135e-07,0
42,0,0,42,1.1209850876246914e-06,0
43,0,0,43,1.7227287682972582e-06,0
44,0,0,44,1.507815820609572e-06,0
45,0,0,45,1.180935119313913e-06,0
46,0,0,46,2.0141649221344044e-06,0
47,0,0,47,3.1206297193203395e-06,0
48,0,0,48,2.3330314049727444e-06,0
49,0,0,49,1.6222389937051486e-06,0
50,0,0,50,1.2885452484423785e-06,0
51,0,0,51,1.8017442078000751e-06,0
52,0,0,52,1.676952755135014e-06,0
53,0,0,53,1.4790675825898698e-06,0
54,0,0,54,1.4322752029957733e-06,0
55,0,0,55,3.1302353722744604e-06,0
56,0,0,56,2.1808210157816255e-06,0
57,0,0,57,1.8035292118622573e-06,0
58,0,0,58,5.8888153405617535e-06,0
59,0,0,59,2.36745123222219e-06,0
60,0,0,60,3.036723912949125e-06,0
61,0,0,61,6.765931247936654e-06,0
62,0,0,62,5.079564878094241e-06,0
63,0,0,63,3.4285382939437664e-06,0
64,0,0,64,4.705375296484268e-06,0
65,0,0,65,5.213382876207347e-06,0
66,0,0,66,5.261369532970001e-06,0
67,0,0,67,1.8268296128323863e-06,0
68,0,0,68,1.158333695754984e-06,0
69,0,0,69,8.093029907064012e-07,0
70,0,0,70,2.3411876129250613e-06,0
71,0,0,71,1.7245821877665695e-06,0
72,0,0,72,1.050072250931628e-06,0
73,0,0,73,3.534998969169131e-06,0
74,0,0,74,3.1443206103113783e-06,0
75,0,0,75,1.1631636777296465e-06,0
76,0,0,76,1.5377585199783135e-05,0
77,0,0,77,1.1680451968831073e-05,0
78,0,0,78,8.32353944903992e-06,0
79,0,0,79,3.358893284273856e-06,0
80,0,0,80,3.890054881341691e-06,0
81,0,0,81,2.5699822999530283e-06,0
82,0,0,82,2.174875960421366e-06,0
83,0,0,83,2.8072292458191652e-06,0
84,0,0,84,1.8137184984316775e-06,0
85,0,0,85,1.853622990652936e-05,0
86,0,0,86,1.9187374791367613e-05,0
87,0,0,87,2.134884920955218e-05,0
88,0,0,88,1.4044713357646043e-06,0
89,0,0,89,9.928025743040394e-07,0
90,0,0,90,1.2171344016280846e-06,0
91,0,0,91,2.2392612952970525e-06,0
92,0,0,92,2.669767252225915e-06,0
93,0,0,93,3.493217764454599e-06,0
94,0,0,94,1.6612382278168974e-06,0
95,0,0,95,2.1652644739668835e-06,0
96,0,0,96,1.2931321491868874e-06,0
97,0,0,97,5.81808561351904e-06,0
98,0,0,98,9.27950297741073e-06,0
99,0,0,99,1.2552097826450756e-05,0
100,0,0,100,3.2912003483692334e-06,0
101,0,0,101,3.4947848800447684e-06,0
102,0,0,102,2.7126429339874997e-06,0
103,0,0,103,2.5696303882742778e-06,0
