subject,run,trial,win_idx,theta_alpha,true_label,global_win
8,B0804E,1,1,2.357495843425125e-06,1,1
8,B0804E,1,2,2.412725944304282e-06,1,2
8,B0804E,1,3,1.270825661246597e-06,1,3
8,B0804E,2,1,6.450543373585415e-06,0,4
8,B0804E,2,2,5.781551759531535e-06,0,5
8,B0804E,2,3,3.6444121071900185e-06,0,6
8,B0804E,3,1,2.40511124268241e-06,0,7
8,B0804E,3,2,1.6790425699476106e-06,0,8
8,B0804E,3,3,1.5059515710108901e-06,0,9
8,B0804E,4,1,1.9547764573623475e-06,0,10
8,B0804E,4,2,1.936467322956393e-06,0,11
8,B0804E,4,3,1.6147559403265651e-06,0,12
8,B0804E,5,1,1.9469724209500835e-06,0,13
8,B0804E,5,2,3.3348238879414756e-06,0,14
8,B0804E,5,3,2.3817726576145665e-06,0,15
8,B0804E,6,1,2.5674622254556072e-06,0,16
8,B0804E,6,2,2.254016094882739e-06,0,17
8,B0804E,6,3,2.19609476746031e-06,0,18
8,B0804E,7,1,2.184657603967764e-06,0,19
8,B0804E,7,2,2.4688319116335063e-06,0,20
8,B0804E,7,3,2.3613451115645182e-06,0,21
8,B0804E,8,1,2.9280402971713464e-06,0,22
8,B0804E,8,2,3.1477966873690443e-06,0,23
8,B0804E,8,3,2.0193903531206447e-06,0,24
8,B0804E,9,1,2.1225070421357213e-06,0,25
8,B0804E,9,2,2.2031817745803955e-06,0,26
8,B0804E,9,3,2.082440050990412e-06,0,27
8,B0804E,10,1,1.3609639256607557e-06,0,28
8,B0804E,10,2,1.4712186645341597e-06,0,29
8,B0804E,10,3,1.497538712540958e-06,0,30
8,B0804E,11,1,1.465556192092391e-06,0,31
8,B0804E,11,2,6.162387388054313e-07,0,32
8,B0804E,11,3,1.2570199033586724e-06,0,33
8,B0804E,12,1,5.563948427403835e-06,0,34
8,B0804E,12,2,3.620097473060099e-06,0,35
8,B0804E,12,3,2.6119393532116852e-06,0,36
8,B0804E,13,1,7.844353720057345e-07,0,37
8,B0804E,13,2,1.2243856272731346e-06,0,38
8,B0804E,13,3,1.3269830126005198e-06,0,39
8,B0804E,14,1,1.0901424497637405e-06,0,40
8,B0804E,14,2,8.513046359516135e-07,0,41
8,B0804E,14,3,1.1209850876246914e-06,0,42
8,B0804E,15,1,1.7227287682972582e-06,0,43
8,B0804E,15,2,1.5078158206095721e-06,0,44
8,B0804E,15,3,1.180935119313913e-06,0,45
8,B0804E,16,1,2.0141649221344044e-06,0,46
8,B0804E,16,2,3.1206297193203395e-06,0,47
8,B0804E,16,3,2.3330314049727444e-06,0,48
8,B0804E,17,1,1.6222389937051486e-06,0,49
8,B0804E,17,2,1.2885452484423785e-06,0,50
8,B0804E,17,3,1.8017442078000751e-06,0,51
8,B0804E,18,1,1.676952755135014e-06,0,52
8,B0804E,18,2,1.4790675825898698e-06,0,53
8,B0804E,18,3,1.4322752029957733e-06,0,54
8,B0804E,19,1,3.1302353722744604e-06,0,55
8,B0804E,19,2,2.1808210157816255e-06,0,56
8,B0804E,19,3,1.8035292118622573e-06,0,57
8,B0804E,20,1,5.8888153405617535e-06,0,58
8,B0804E,20,2,2.3674512322221906e-06,0,59
8,B0804E,20,3,3.0367239129491246e-06,0,60
8,B0804E,21,1,6.765931247936654e-06,0,61
8,B0804E,21,2,5.079564878094241e-06,0,62
8,B0804E,21,3,3.4285382939437664e-06,0,63
8,B0804E,22,1,4.705375296484268e-06,0,64
8,B0804E,22,2,5.213382876207347e-06,0,65
8,B0804E,22,3,5.261369532970001e-06,0,66
8,B0804E,23,1,1.8268296128323863e-06,0,67
8,B0804E,23,2,1.158333695754984e-06,0,68
8,B0804E,23,3,8.093029907064012e-07,0,69
8,B0804E,24,1,2.3411876129250613e-06,0,70
8,B0804E,24,2,1.7245821877665697e-06,0,71
8,B0804E,24,3,1.0500722509316279e-06,0,72
8,B0804E,25,1,3.534998969169131e-06,0,73
8,B0804E,25,2,3.1443206103113783e-06,0,74
8,B0804E,25,3,1.1631636777296465e-06,0,75
8,B0804E,26,1,1.5377585199783135e-05,0,76
8,B0804E,26,2,1.1680451968831073e-05,0,77
8,B0804E,26,3,8.32353944903992e-06,0,78
8,B0804E,27,1,3.358893284273856e-06,0,79
8,B0804E,27,2,3.890054881341691e-06,0,80
8,B0804E,27,3,2.5699822999530283e-06,0,81
8,B0804E,28,1,2.174875960421366e-06,0,82
8,B0804E,28,2,2.8072292458191652e-06,0,83
8,B0804E,28,3,1.8137184984316775e-06,0,84
8,B0804E,29,1,1.853622990652936e-05,0,85
8,B0804E,29,2,1.9187374791367613e-05,0,86
8,B0804E,29,3,2.134884920955218e-05,0,87
8,B0804E,30,1,1.4044713357646043e-06,0,88
8,B0804E,30,2,9.928025743040394e-07,0,89
8,B0804E,30,3,1.2171344016280846e-06,0,90
8,B0804E,31,1,2.2392612952970525e-06,0,91
8,B0804E,31,2,2.669767252225915e-06,0,92
8,B0804E,31,3,3.493217764454599e-06,0,93
8,B0804E,32,1,1.6612382278168974e-06,0,94
8,B0804E,32,2,2.1652644739668835e-06,0,95
8,B0804E,32,3,1.2931321491868874e-06,0,96
8,B0804E,33,1,5.81808561351904e-06,0,97
8,B0804E,33,2,9.27950297741073e-06,0,98
8,B0804E,33,3,1.2552097826450756e-05,0,99
8,B0804E,34,1,3.2912003483692334e-06,0,100
8,B0804E,34,2,3.4947848800447684e-06,0,101
8,B0804E,34,3,2.7126429339874997e-06,0,102
8,B0804E,35,1,2.5696303882742774e-06,0,103
8,B0804E,35,2,3.4675415566240856e-06,0,104
8,B0804E,35,3,2.999180157480003e-06,0,105
8,B0805E,1,1,3.522938346980891e-06,1,106
8,B0805E,1,2,3.897513401759662e-06,1,107
8,B0805E,1,3,3.219968785095091e-06,1,108
8,B0805E,2,1,3.6622073713125636e-06,0,109
8,B0805E,2,2,2.92247291177482e-06,0,110
8,B0805E,2,3,1.9976852352132938e-06,0,111
8,B0805E,3,1,1.1669497702984463e-06,0,112
8,B0805E,3,2,1.3604286936741164e-06,0,113
8,B0805E,3,3,1.7143233564102628e-06,0,114
8,B0805E,4,1,2.1792430770315034e-06,0,115
8,B0805E,4,2,2.59088430145568e-06,0,116
8,B0805E,4,3,2.120311083479345e-06,0,117
8,B0805E,5,1,1.3939526314272476e-06,0,118
8,B0805E,5,2,1.1867665834150955e-06,0,119
8,B0805E,5,3,2.1604390193513407e-06,0,120
8,B0805E,6,1,2.0076211111028367e-06,0,121
8,B0805E,6,2,2.290224873403953e-06,0,122
8,B0805E,6,3,2.183102326786225e-06,0,123
8,B0805E,7,1,2.322475276454958e-06,0,124
8,B0805E,7,2,2.0991861264856608e-06,0,125
8,B0805E,7,3,1.7864669723263258e-06,0,126
8,B0805E,8,1,2.673294802851225e-06,0,127
8,B0805E,8,2,2.640112396250947e-06,0,128
8,B0805E,8,3,4.162457212718149e-06,0,129
8,B0805E,9,1,2.5957215013407516e-06,0,130
8,B0805E,9,2,3.401256709910493e-06,0,131
8,B0805E,9,3,2.06975437452638e-06,0,132
8,B0805E,10,1,1.7021705039941526e-06,0,133
8,B0805E,10,2,2.728839233369853e-06,0,134
8,B0805E,10,3,2.923634134999883e-06,0,135
8,B0805E,11,1,3.949515134798652e-06,0,136
8,B0805E,11,2,2.7160389965476707e-06,0,137
8,B0805E,11,3,3.3606887713636726e-06,0,138
8,B0805E,12,1,1.3307357618971576e-06,0,139
8,B0805E,12,2,1.3510881225429246e-06,0,140
8,B0805E,12,3,1.5981897615618137e-06,0,141
8,B0805E,13,1,2.0734356560582548e-06,0,142
8,B0805E,13,2,4.156302367501041e-06,0,143
8,B0805E,13,3,3.95418673628904e-06,0,144
8,B0805E,14,1,1.4355116089428496e-06,0,145
8,B0805E,14,2,2.1697914757383053e-06,0,146
8,B0805E,14,3,1.946408563447042e-06,0,147
8,B0805E,15,1,1.4189844902756471e-06,0,148
8,B0805E,15,2,2.1764183082098697e-06,0,149
8,B0805E,15,3,1.8841991840270215e-06,0,150
8,B0805E,16,1,3.1752183212506302e-06,0,151
8,B0805E,16,2,2.7739523184403776e-06,0,152
8,B0805E,16,3,1.3172459666500615e-06,0,153
8,B0805E,17,1,3.0102859371748025e-06,0,154
8,B0805E,17,2,3.243237588771757e-06,0,155
8,B0805E,17,3,2.0863306528286096e-06,0,156
8,B0805E,18,1,1.0845583663672997e-06,0,157
8,B0805E,18,2,1.44183671934236e-06,0,158
8,B0805E,18,3,1.5543259936999735e-06,0,159
8,B0805E,19,1,9.585200891160545e-07,0,160
8,B0805E,19,2,9.706375154331723e-07,0,161
8,B0805E,19,3,1.09224101268806e-06,0,162
8,B0805E,20,1,3.1998237507670644e-06,0,163
8,B0805E,20,2,2.215601642263951e-06,0,164
8,B0805E,20,3,2.4088036515320882e-06,0,165
8,B0805E,21,1,2.0341689476880564e-06,0,166
8,B0805E,21,2,2.998332217585852e-06,0,167
8,B0805E,21,3,3.2456690305338207e-06,0,168
8,B0805E,22,1,1.5670408734629517e-06,0,169
8,B0805E,22,2,1.2060789833804312e-06,0,170
8,B0805E,22,3,1.841386537718702e-06,0,171
8,B0805E,23,1,2.9997927121375593e-06,0,172
8,B0805E,23,2,1.595526215665233e-06,0,173
8,B0805E,23,3,1.719576444794766e-06,0,174
8,B0805E,24,1,1.7746569218700812e-06,0,175
8,B0805E,24,2,2.7469147408031787e-06,0,176
8,B0805E,24,3,3.1993509883786427e-06,0,177
8,B0805E,25,1,1.3050900115440197e-06,0,178
8,B0805E,25,2,1.548591162360801e-06,0,179
8,B0805E,25,3,1.5321195135549924e-06,0,180
8,B0805E,26,1,6.044734237462716e-07,0,181
8,B0805E,26,2,1.0057756585092008e-06,0,182
8,B0805E,26,3,1.0586083788587676e-06,0,183
8,B0805E,27,1,1.2885423939469536e-06,0,184
8,B0805E,27,2,2.1659781922097438e-06,0,185
8,B0805E,27,3,2.2008009529922663e-06,0,186
8,B0805E,28,1,1.7580988387190395e-06,0,187
8,B0805E,28,2,2.4571847655948412e-06,0,188
8,B0805E,28,3,1.7239619896812476e-06,0,189
8,B0805E,29,1,1.8538654159372e-06,0,190
8,B0805E,29,2,1.3329609288048714e-06,0,191
8,B0805E,29,3,1.065186698627549e-06,0,192
8,B0805E,30,1,3.107390997300737e-06,0,193
8,B0805E,30,2,2.922038724547124e-06,0,194
8,B0805E,30,3,2.8719285973460996e-06,0,195
8,B0805E,31,1,3.086742730144362e-06,0,196
8,B0805E,31,2,3.21205291878414e-06,0,197
8,B0805E,31,3,3.377366599516998e-06,0,198
8,B0805E,32,1,1.1291213316485993e-06,0,199
8,B0805E,32,2,1.1876758551221788e-06,0,200
8,B0805E,32,3,9.776536420298128e-07,0,201
8,B0805E,33,1,1.7088572566863049e-06,0,202
8,B0805E,33,2,1.2950447148196182e-06,0,203
8,B0805E,33,3,2.4285238659359424e-06,0,204
8,B0805E,34,1,2.6377288332059273e-06,0,205
8,B0805E,34,2,4.773270742330109e-06,0,206
8,B0805E,34,3,4.689725729136311e-06,0,207
8,B0805E,35,1,1.7103136170855462e-06,0,208
8,B0805E,35,2,1.9418795788241154e-06,0,209
8,B0805E,35,3,2.2871684374605336e-06,0,210
8,B0805E,36,1,2.0991206344127016e-06,0,211
8,B0805E,36,2,2.8384696373599296e-06,0,212
8,B0805E,36,3,2.6207812476423926e-06,0,213
8,B0805E,37,1,2.693125258430209e-06,0,214
8,B0805E,37,2,2.1605756996620945e-06,0,215
8,B0805E,37,3,2.4626657949228474e-06,0,216
8,B0805E,38,1,2.3871024991416915e-06,0,217
8,B0805E,38,2,2.5614948554164637e-06,0,218
8,B0805E,38,3,3.012550206947807e-06,0,219
8,B0805E,39,1,1.074419965190373e-06,0,220
8,B0805E,39,2,9.213624378865389e-07,0,221
8,B0805E,39,3,1.2681402096287318e-06,0,222
8,B0805E,40,1,1.940322966405209e-06,0,223
8,B0805E,40,2,1.634005444610486e-06,0,224
8,B0805E,40,3,1.585797876360664e-06,0,225
8,B0805E,41,1,2.164570282753097e-06,0,226
8,B0805E,41,2,3.0113349471343734e-06,0,227
8,B0805E,41,3,2.705394871969397e-06,0,228
8,B0805E,42,1,5.069526192206977e-06,0,229
8,B0805E,42,2,4.078272232985111e-06,0,230
8,B0805E,42,3,4.350456027422801e-06,0,231
8,B0805E,43,1,1.7166465555602689e-06,0,232
8,B0805E,43,2,1.5746906676193355e-06,0,233
8,B0805E,43,3,1.2447817218591368e-06,0,234
8,B0805E,44,1,2.1651996012806417e-06,0,235
8,B0805E,44,2,2.2216465103996996e-06,0,236
8,B0805E,44,3,2.603635274865407e-06,0,237
8,B0805E,45,1,2.025698593437122e-06,0,238
8,B0805E,45,2,1.5532754741701388e-06,0,239
8,B0805E,45,3,1.8182770500573005e-06,0,240
8,B0805E,46,1,1.4867676228880452e-06,0,241
8,B0805E,46,2,1.6560741516242498e-06,0,242
8,B0805E,46,3,1.7992364264479977e-06,0,243
8,B0805E,47,1,9.877306680195546e-07,0,244
8,B0805E,47,2,1.8023939797129669e-06,0,245
8,B0805E,47,3,1.4155388277349001e-06,0,246
8,B0805E,48,1,7.845921048546815e-07,0,247
8,B0805E,48,2,1.051056107553506e-06,0,248
8,B0805E,48,3,1.218891402271049e-06,0,249
8,B0805E,49,1,2.266868716656506e-06,0,250
8,B0805E,49,2,1.2666040379293605e-06,0,251
8,B0805E,49,3,1.0218436083014234e-06,0,252
8,B0805E,50,1,1.3764419869102357e-06,0,253
8,B0805E,50,2,7.428009951457178e-07,0,254
8,B0805E,50,3,5.936180779197258e-07,0,255
8,B0805E,51,1,1.5557097956291645e-06,0,256
8,B0805E,51,2,2.6067068520883958e-06,0,257
8,B0805E,51,3,2.272179502122973e-06,0,258
8,B0805E,52,1,2.0001318458205254e-06,0,259
8,B0805E,52,2,1.8646511001493408e-06,0,260
8,B0805E,52,3,2.1399079707695777e-06,0,261
8,B0805E,53,1,1.7927811341627203e-06,0,262
8,B0805E,53,2,1.4915794819861713e-06,0,263
8,B0805E,53,3,1.587351353967835e-06,0,264
8,B0805E,54,1,1.1187757226918768e-06,0,265
8,B0805E,54,2,1.34379548267907e-06,0,266
8,B0805E,54,3,2.5376451794780143e-06,0,267
8,B0805E,55,1,1.5601990795671494e-06,0,268
8,B0805E,55,2,1.1221077467371765e-06,0,269
8,B0805E,55,3,9.567593930765043e-07,0,270
8,B0805E,56,1,1.2097399816055823e-06,0,271
8,B0805E,56,2,1.3527187444369595e-06,0,272
8,B0805E,56,3,1.1157212974147972e-06,0,273
8,B0805E,57,1,1.5864950784424975e-06,0,274
8,B0805E,57,2,1.0416682554827542e-06,0,275
8,B0805E,57,3,1.1647486344172138e-06,0,276
