trial,true_label,pred_label,label,theta_alpha,channel_idx
1,0,0,0,0.9249723232817634,11
2,1,1,1,1.262033472388864,11
3,1,1,1,1.064667007138658,11
4,0,0,0,1.5172910999411957,11
5,1,1,1,0.4629460810595659,11
6,0,0,0,0.6995675262946333,11
7,1,1,1,0.6472018435093639,11
8,2,2,2,0.6824671455813945,11
9,1,1,1,1.3109283681408332,11
10,3,3,3,0.4897937898222848,11
11,0,0,0,0.3992670944739253,11
12,2,2,2,1.037534511265516,11
13,1,1,1,0.6756921955921064,11
14,0,0,0,0.4947590814344768,11
15,3,3,3,0.4407910600852366,11
16,3,3,3,0.9515230698972276,11
17,3,3,3,0.5550704238797287,11
18,3,3,3,1.0377300594317784,11
19,3,3,3,0.8520232721594169,11
20,0,0,0,0.4956253324485032,11
21,2,2,2,0.6971464238519212,11
22,1,1,1,1.3661817992246583,11
23,0,0,0,0.862581334716703,11
24,0,0,0,1.0124430790412366,11
25,2,2,2,0.798997428940194,11
26,3,3,3,0.7957568766936066,11
27,0,0,0,1.4799981720611903,11
28,2,2,2,1.248326392145524,11
29,2,2,2,1.2072819745074042,11
30,2,2,2,0.6681968517164145,11
31,0,0,0,0.393794389158518,11
32,1,1,1,0.2544934200720605,11
33,0,0,0,0.7685890432451099,11
34,1,1,1,0.8789406963733952,11
35,1,1,1,0.9995857150902826,11
36,0,0,0,0.7478040896930639,11
37,1,1,1,1.0130665700584434,11
38,2,2,2,1.1501764020916474,11
39,1,1,1,0.5651127761968195,11
40,2,2,2,0.3535602396123687,11
41,2,2,2,0.3926902608916428,11
42,3,3,3,0.7958424343321326,11
43,2,2,2,1.0829587435767674,11
44,2,2,2,0.7900272468380142,11
45,3,3,3,0.7063897961406448,11
46,3,3,3,0.3956576568514448,11
47,3,3,3,0.7218306811514176,11
48,3,3,3,0.3232023242343357,11
49,3,0,3,0.7798500869219989,11
50,2,2,2,1.2706712447982451,11
51,1,1,1,0.74803066296451,11
52,0,0,0,0.6365866900190357,11
53,0,0,0,0.3837987511054923,11
54,1,1,1,0.4241522978321799,11
55,2,2,2,0.5054057530028766,11
56,3,3,3,1.4217054121807695,11
57,1,1,1,2.3197875192763413,11
58,2,2,2,0.9231454956650716,11
59,0,0,0,0.8130834239967004,11
60,0,0,0,0.3750694962348156,11
61,0,0,0,0.5023311917546252,11
62,3,3,3,1.2107273585095275,11
63,1,1,1,0.5820489378960751,11
64,1,1,1,0.3660027650625849,11
65,0,0,0,0.6328203668283054,11
66,0,0,0,0.9290105826769788,11
67,2,0,2,0.6919339543371101,11
68,0,0,0,1.922099482294911,11
69,1,1,1,0.9006674309080481,11
70,3,3,3,0.7487234030852854,11
71,3,3,3,1.4176860720709052,11
72,2,2,2,0.3833645922321122,11
73,0,0,0,0.3962315273241974,11
74,3,3,3,0.4679569425681606,11
75,3,3,3,0.7127461245382821,11
76,1,1,1,0.7936987095600508,11
77,3,3,3,0.4189906074787596,11
78,3,3,3,0.6857530385539264,11
79,1,1,1,1.7163780435020357,11
80,0,0,0,0.3614172454606189,11
81,1,1,1,0.3315992613536987,11
82,2,2,2,0.5689716596187647,11
83,2,2,2,0.5130709140717611,11
84,2,2,2,1.089286760659462,11
85,3,3,3,0.5966250437471079,11
86,2,2,2,0.4928035094672245,11
87,0,0,0,1.4326057465532107,11
88,3,3,3,0.5807019548427533,11
89,1,1,1,0.74692856760113,11
90,2,2,2,1.2818968542175728,11
91,1,1,1,0.6094434966060182,11
92,2,2,2,0.3527101088462555,11
93,3,3,3,0.3478342923019286,11
94,1,1,1,0.6990009687127379,11
95,2,0,2,0.4697913400169352,11
96,0,0,0,0.3759645648909007,11
97,0,0,0,0.8180228660974396,11
98,0,0,0,3.403652814870237,11
99,3,3,3,1.1652049597687817,11
100,1,1,1,0.6681830590530319,11
101,0,0,0,0.35796921352987,11
102,2,2,2,0.7375398853080315,11
103,0,0,0,0.3330619326608365,11
104,2,2,2,1.5230255560606285,11
105,1,1,1,0.2219454109690354,11
106,3,3,3,0.3458716287556444,11
107,0,0,0,0.941444251222942,11
108,2,2,2,0.9705119707052408,11
109,2,0,2,0.3378982455724001,11
110,0,0,0,1.2789013933416205,11
111,2,2,2,0.4170633622107019,11
112,1,1,1,0.5845346978922569,11
113,3,3,3,0.5277328364268343,11
114,3,3,3,0.569033782141322,11
115,3,3,3,0.8133470085377206,11
116,2,2,2,0.8600133556239593,11
117,0,0,0,1.6010365697558004,11
118,3,3,3,0.4176804270022805,11
119,1,1,1,0.212432274208778,11
120,3,3,3,0.4615296732548387,11
121,1,1,1,0.4059991845559573,11
122,0,0,0,0.7837937556449316,11
123,2,2,2,0.9077158690537228,11
124,1,1,1,0.878363356383331,11
125,0,0,0,1.0088194832513104,11
126,2,2,2,0.7970457426487879,11
127,2,2,2,0.3000275000043343,11
128,0,0,0,0.4848584583689518,11
129,2,2,2,0.3049565617639206,11
130,3,3,3,0.5457319663774305,11
131,3,3,3,0.327938054831306,11
132,1,1,1,0.7862777954889837,11
133,0,0,0,0.8224097399544377,11
134,1,1,1,0.972513009508044,11
135,3,3,3,0.6311369994451318,11
136,1,1,1,0.474500629175559,11
137,3,3,3,0.3377305216490247,11
138,2,2,2,0.602624547268992,11
139,1,1,1,0.5841813516262193,11
140,1,1,1,0.5663006368162293,11
141,1,1,1,0.3052915131099679,11
142,2,2,2,0.4741251875680055,11
143,3,3,3,0.5670202720039726,11
144,0,0,0,0.7636523388352112,11
145,1,1,1,1.1141452704346135,11
146,3,3,3,0.3396922915967123,11
147,0,0,0,0.7378664533051218,11
148,2,2,2,0.9228488705688944,11
149,2,2,2,0.3041343746074351,11
150,3,3,3,0.4091993542738412,11
151,0,0,0,0.723947254522036,11
152,0,0,0,0.3959901457001034,11
153,2,2,2,0.6125349481037643,11
154,1,1,1,1.3372272200821045,11
155,3,3,3,0.3139658002037346,11
156,3,3,3,0.3304420350199694,11
157,3,3,3,0.8746521025145897,11
158,1,1,1,0.8725325547940417,11
159,0,0,0,0.48138703211682,11
160,2,2,2,0.7021506616615247,11
161,1,1,1,1.005704676204259,11
162,3,3,3,1.049468057356723,11
163,0,0,0,1.136807804599346,11
164,3,3,3,0.4326971888202432,11
165,2,2,2,1.080095536272911,11
166,1,1,1,0.857656808336984,11
167,3,3,3,0.9611329000016996,11
168,3,3,3,1.181815951797567,11
169,0,0,0,0.3609968672119521,11
170,1,1,1,1.4195388028379716,11
171,1,1,1,0.3842329735918221,11
172,2,2,2,1.0097635396471791,11
173,3,3,3,0.6302016926392435,11
174,1,1,1,0.7971742434523887,11
175,0,0,0,0.7334486103787734,11
176,0,0,0,0.3639721367977733,11
177,3,3,3,0.8157272022347581,11
178,1,1,1,0.6285384132758953,11
179,0,0,0,1.011415729751031,11
180,2,2,2,0.2319789477231945,11
181,1,1,1,0.4205602138036233,11
182,1,1,1,0.2375522958912747,11
183,2,2,2,1.6242937975511993,11
184,0,0,0,0.3217959238626264,11
185,3,3,3,0.4273217011433164,11
186,2,2,2,0.5216899371049738,11
187,2,2,2,0.6709275531576531,11
188,2,2,2,0.4710752416535326,11
189,2,2,2,0.4724568067078057,11
190,0,0,0,0.976133204353838,11
191,1,1,1,0.4485256303897916,11
192,0,0,0,0.2665168764298568,11
193,1,1,1,0.836029232787121,11
194,0,0,0,0.6235375029231586,11
195,0,0,0,1.1509138592297383,11
196,2,2,2,0.2472045809208494,11
197,2,2,2,0.3026075867413002,11
198,1,1,1,0.4794589201395855,11
199,2,2,2,0.7772409872448487,11
200,3,3,3,0.5397335859690693,11
201,0,0,0,0.8839386326762646,11
202,3,3,3,0.3755452254962207,11
203,0,0,0,0.7804234368848523,11
204,0,0,0,1.014097343518123,11
205,1,1,1,0.231399559167362,11
206,3,3,3,0.5363211736382933,11
207,2,2,2,0.3477793473982815,11
208,1,1,1,0.7474973825256753,11
209,3,3,3,0.9490745745065244,11
210,2,2,2,0.8444897020375732,11
211,3,3,3,0.4686495851016497,11
212,2,2,2,0.6396666002845851,11
213,3,3,3,0.3514831026240573,11
214,1,1,1,0.577102867956433,11
215,1,1,1,1.0964465455811352,11
216,3,3,3,0.5845274102298734,11
217,0,0,0,0.9825303895907324,11
218,1,1,1,0.7422384219816905,11
219,1,1,1,0.3127086730564499,11
220,1,1,1,0.7078558514211215,11
221,2,2,2,0.4759708696641201,11
222,3,3,3,0.7926945726137254,11
223,0,0,0,1.242052653501737,11
224,3,3,3,0.1842056754447107,11
225,0,0,0,1.2609525478874295,11
226,2,2,2,0.5479193684576225,11
227,0,0,0,0.7354380738624738,11
228,3,3,3,0.8134512175661124,11
229,0,0,0,1.4263629977526724,11
230,2,2,2,0.6709515054153804,11
231,0,0,0,0.5399185155624004,11
232,1,1,1,0.2619804754272735,11
233,2,2,2,0.6845259773541396,11
234,2,2,2,1.010360319671033,11
235,3,3,3,0.4864958046927532,11
236,0,0,0,1.0986043962564351,11
237,1,1,1,0.4284140945115956,11
238,3,3,3,1.0251789126674944,11
239,1,1,1,0.7311915010271771,11
240,2,2,2,1.1714416037921869,11
241,2,0,2,0.6572300138135152,11
242,0,0,0,0.619316304068067,11
243,3,3,3,0.6452411236979676,11
244,1,1,1,0.3586658463738914,11
245,3,3,3,0.7245045469221597,11
246,0,0,0,0.2895796169124991,11
247,0,0,0,0.8059611728111334,11
248,2,2,2,0.3044072527406178,11
249,2,2,2,0.7296890298764047,11
250,1,1,1,0.9924605031684814,11
251,3,3,3,0.5689599944105083,11
252,1,1,1,0.634922372796599,11
253,1,1,1,0.6677974228870136,11
254,0,0,0,0.5111292311631033,11
255,1,1,1,0.2341824109123572,11
256,3,3,3,0.4098085649990594,11
257,3,3,3,0.4493333651871474,11
258,1,1,1,0.5138147688955427,11
259,1,1,1,0.6866668129832381,11
260,1,1,1,0.8905630879608271,11
261,1,1,1,0.5985022308502218,11
262,3,3,3,0.7411225097249364,11
263,3,3,3,0.4564978037083798,11
264,2,2,2,0.4947054164910898,11
265,3,3,3,0.4091049938030507,11
266,0,0,0,1.4431494021872169,11
267,1,1,1,0.4039365084425321,11
268,2,2,2,0.752901047272836,11
269,1,1,1,0.3978983508197818,11
270,0,0,0,0.8642738200724747,11
271,3,3,3,0.5204382919491022,11
272,0,0,0,0.708228765530549,11
273,3,3,3,0.4096135660618413,11
274,0,0,0,0.6854994757630923,11
275,0,0,0,0.5519467787202971,11
276,0,0,0,0.8557909386541243,11
277,0,0,0,0.3459862618339825,11
278,2,2,2,0.4228284712146382,11
279,2,2,2,0.3376687176788052,11
280,3,3,3,0.7181653706301404,11
281,1,1,1,0.3777288646183453,11
282,2,2,2,0.3561446781256993,11
283,2,0,2,0.3748261423677467,11
284,2,2,2,0.9990792289357052,11
285,3,3,3,0.2075960620886627,11
286,2,2,2,0.2692758967395264,11
287,0,0,0,1.2627386711912625,11
288,2,2,2,0.5888527811051864,11
